,ID,Database,SMILES_chiral,Counts,Rel_Sol_2mM,ROMol,SMILES,HBA,HBD,LOGP,TPSA,RB,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,MW,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
3483,Z1816233640,EnamineSolWat,Nc1cnn(CC(=O)O)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab93f0>,Nc1cnn(CC(=O)O)c1,4,2,-0.4501000000000001,81.14,2,2.39,5,2,3,0.5,0.2,0.3,0.2,0.0,141.053826464,10,1,0,1,1,0,1,0,0
3484,Z1297772361,EnamineSolWat,COCC(N)c1ccc(F)cc1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9460>,COCC(N)c1ccc(F)cc1.Cl,2,1,1.4719000000000002,35.25,3,2.276,9,1,1,0.75,0.0833333333333333,0.0833333333333333,0.3333333333333333,0.1111111111111111,169.090292224,12,1,0,1,0,0,1,0,0
3485,Z2373114069,EnamineSolWat,CNC(=O)N1CCCC(CC(F)(F)F)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab94d0>,CNC(=O)N1CCCC(CC(F)(F)F)C1,1,1,1.9902,32.34,1,3.062,9,1,2,0.6,0.0666666666666666,0.1333333333333333,0.8888888888888888,0.1111111111111111,224.11364776,15,1,1,0,1,1,0,0,0
3486,Z1696861464,EnamineSolWat,Nc1cc(=O)[nH]n1-c1ccc(F)cc1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9540>,Nc1cc(=O)[nH]n1-c1ccc(F)cc1,3,2,0.8868999999999996,63.81,1,2.391,9,1,3,0.6428571428571429,0.0714285714285714,0.2142857142857142,0.0,0.0,193.065140096,14,2,0,2,1,0,2,0,0
3487,Z339447272,EnamineSolWat,CNC(=O)c1ccc(C(F)(F)F)nc1C,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab95b0>,CNC(=O)c1ccc(C(F)(F)F)nc1C,2,1,1.76842,41.99,1,2.15,9,1,2,0.6,0.0666666666666666,0.1333333333333333,0.3333333333333333,0.0,218.066697568,15,1,0,1,1,0,1,0,0
3488,Z2941655512,EnamineSolWat,NCc1cncc(C(F)(F)F)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9620>,Cl.NCc1cncc(C(F)(F)F)c1,2,1,1.5591,38.91,1,2.226,7,0,2,0.5833333333333334,0.0,0.1666666666666666,0.2857142857142857,0.0,176.056132884,12,1,0,1,1,0,1,0,0
3489,Z1610970949,EnamineSolWat,Cc1ccc(F)c(CN=c2[nH]ncs2)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9690>,Cc1ccc(F)c(CNc2nncs2)c1,3,1,2.01962,41.04,2,3.315,10,0,3,0.6666666666666666,0.0,0.2,0.2,0.0,223.05794654,15,2,0,2,1,0,2,0,0
3490,Z73247123,EnamineSolWat,O=C(NCc1ccc(F)cc1)C1CCOCC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9700>,O=C(NCc1ccc(F)cc1)C1CCOCC1,2,1,1.8685,38.33,3,1.75,13,2,1,0.7647058823529411,0.1176470588235294,0.0588235294117647,0.4615384615384615,0.0,237.116506972,17,2,1,1,1,1,1,0,0
3491,Z1677760033,EnamineSolWat,CCC1CCN(C(=O)N=c2cc[nH]cc2F)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9770>,CCC1CCN(C(=O)Nc2ccncc2F)C1,1,1,1.9064,48.46,1,3.751,12,1,3,0.7058823529411765,0.0588235294117647,0.1764705882352941,0.5,0.0833333333333333,237.127740352,17,2,1,1,2,1,1,0,0
3492,Z1527334635,EnamineSolWat,Cn1cnn(Cc2ccccc2F)c1=O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab97e0>,Cn1cnn(Cc2ccccc2F)c1=O,4,0,0.7691999999999998,39.82,2,2.293,10,1,3,0.6666666666666666,0.0666666666666666,0.2,0.2,0.0,207.08079016,15,2,0,2,1,0,2,0,0
3493,Z1695729030,EnamineSolWat,Cc1c(O)cccc1C(=O)O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9850>,Cc1c(O)cccc1C(=O)O,2,2,1.3988200000000002,57.53,1,1.71,8,3,0,0.7272727272727273,0.2727272727272727,0.0,0.125,0.0,152.047344116,11,1,0,1,0,0,1,0,0
3494,Z2305125774,EnamineSolWat,COC(C)C(=O)N1Cc2cccc(F)c2C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab98c0>,COC(C)C(=O)N1Cc2cccc(F)c2C1,2,0,1.7028,29.54,2,2.714,12,2,1,0.75,0.125,0.0625,0.4166666666666667,0.0833333333333333,223.100856908,16,2,1,1,1,1,1,0,0
3495,Z2863557730,EnamineSolWat,NCc1cncc(F)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9930>,Cl.Cl.NCc1cncc(F)c1,2,1,0.6794,38.91,1,2.193,6,0,2,0.6666666666666666,0.0,0.2222222222222222,0.1666666666666666,0.0,126.059326444,9,1,0,1,1,0,1,0,0
3496,Z1245633388,EnamineSolWat,Oc1ccc(OCC(F)(F)F)cc1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab99a0>,Oc1ccc(OCC(F)(F)F)cc1,2,1,2.3333000000000004,29.46,2,1.812,8,2,0,0.6153846153846154,0.1538461538461538,0.0,0.25,0.0,192.039814124,13,1,0,1,0,0,1,0,0
3497,Z2282768940,EnamineSolWat,Cn1cncc1C(=O)NC1CC(C)(F)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9a10>,Cn1cncc1C(=O)NC1CC(C)(F)C1,3,1,1.0404999999999998,46.92,2,2.986,10,1,3,0.6666666666666666,0.0666666666666666,0.2,0.6,0.0,211.112090288,15,2,1,1,1,0,1,0,0
3498,Z2755724129,EnamineSolWat,Oc1cc2c(Cl)ccc(F)c2[nH]1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9a80>,O=C1Cc2c(Cl)ccc(F)c2N1,1,2,2.6660000000000004,36.02,0,2.589,8,1,1,0.6666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.0,185.00436968,12,2,0,2,1,0,2,0,0
3499,Z2017842993,EnamineSolWat,OC12CCCC(C1)c1ncccc1N2,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9af0>,OC12CCCC(C1)c1ncccc1N2,3,2,1.8533,45.150000000000006,0,4.68,11,1,2,0.7857142857142857,0.0714285714285714,0.1428571428571428,0.5454545454545454,0.1818181818181818,190.110613068,14,3,2,1,2,1,1,0,2
3500,Z2507870711,EnamineSolWat,O=C(O)c1ccc2[nH]c(=O)n(CC(F)(F)F)c2c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9b60>,O=C(O)c1ccc2[nH]c(=O)n(CC(F)(F)F)c2c1,3,2,1.5900999999999996,75.09,2,2.342,10,3,2,0.5555555555555556,0.1666666666666666,0.1111111111111111,0.2,0.0,260.040876744,18,2,0,2,1,0,2,0,0
3501,Z2193994318,EnamineSolWat,O=C1NC2(CCC2)C(=O)N1c1cncc(F)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9bd0>,O=C1NC2(CCC2)C(=O)N1c1cncc(F)c1,3,1,1.1996,62.3,1,3.053,11,2,3,0.6470588235294118,0.1176470588235294,0.1764705882352941,0.3636363636363636,0.0,235.07570478,17,3,2,1,2,1,1,1,0
3502,Z2798585617,EnamineSolWat,Nc1cnccc1-c1ccc(F)cc1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9c40>,Nc1cnccc1-c1ccc(F)cc1,2,1,2.469900000000001,38.91,1,1.823,11,0,2,0.7857142857142857,0.0,0.1428571428571428,0.0,0.0,188.074976508,14,2,0,2,1,0,2,0,0
3503,Z3461947480,EnamineSolWat,OC1(C(F)F)CCCNC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9cb0>,Cl.OC1(C(F)F)CCCNC1,2,2,0.3659999999999999,32.26,1,3.812,6,1,1,0.6,0.1,0.1,1.0,0.1666666666666666,151.080870412,10,1,1,0,1,1,0,0,0
3504,Z3915020007,EnamineSolWat,Fc1ccc(N2CCNCC2)nc1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9d20>,Cl.Cl.Fc1ccc(N2CCNCC2)nc1,3,1,0.6303000000000001,28.16,1,2.101,9,0,3,0.6923076923076923,0.0,0.2307692307692307,0.4444444444444444,0.0,181.101525604,13,2,1,1,2,1,1,0,0
3505,Z56827188,EnamineSolWat,N#CCC(=O)N1CCN(c2ccccc2F)CC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9d90>,N#CCC(=O)N1CCN(c2ccccc2F)CC1,3,0,1.38798,47.34,2,1.995,13,1,3,0.7222222222222222,0.0555555555555555,0.1666666666666666,0.3846153846153846,0.0,247.112090288,18,2,1,1,1,1,1,0,0
3506,Z1272494722,EnamineSolWat,Cc1nc(=NC2CCCC2CO)s[nH]1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9e00>,Cc1nsc(NC2CCCC2CO)n1,4,2,0.8413199999999998,61.27,2,4.628,9,1,3,0.6428571428571429,0.0714285714285714,0.2142857142857142,0.7777777777777778,0.2222222222222222,213.0935831,14,2,1,1,1,0,1,0,0
3507,Z94612743,EnamineSolWat,O=C(NCc1ccccc1F)c1ccc(=O)[nH]c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9e70>,O=C(NCc1ccccc1F)c1ccc(=O)[nH]c1,2,2,1.4440000000000002,61.96,3,1.881,13,2,2,0.7222222222222222,0.1111111111111111,0.1111111111111111,0.0769230769230769,0.0,246.080455812,18,2,0,2,1,0,2,0,0
3508,Z1987599565,EnamineSolWat,O=C(Nc1cncc(F)c1)C1=CCOCC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9ee0>,O=C(Nc1cncc(F)c1)C1=CCOCC1,3,1,1.5059,51.22,2,2.735,11,2,2,0.6875,0.125,0.125,0.2727272727272727,0.0,222.080455812,16,2,1,1,2,1,1,0,0
3509,Z2221939371,EnamineSolWat,CN(Cc1ccon1)C(=O)c1cc(F)c[nH]1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9f50>,CN(Cc1ccon1)C(=O)c1cc(F)c[nH]1,3,1,1.414,62.13,3,2.961,10,2,3,0.625,0.125,0.1875,0.2,0.0,223.07570478,16,2,0,2,2,0,2,0,0
3510,Z2106610371,EnamineSolWat,O=C(O)c1ccn(CCF)n1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fab9fc0>,O=C(O)c1ccn(CCF)n1,3,1,0.5508,55.12,3,2.54,6,2,2,0.5454545454545454,0.1818181818181818,0.1818181818181818,0.3333333333333333,0.0,158.049155684,11,1,0,1,1,0,1,0,0
3511,Z2106603319,EnamineSolWat,OCc1ccnn1C(F)F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba030>,OCc1ccnn1C(F)F,3,1,0.7705000000000001,38.05,2,3.058,5,1,2,0.5,0.1,0.2,0.4,0.0,148.044819252,10,1,0,1,1,0,1,0,0
3512,Z1989522832,EnamineSolWat,CC(O)CN1CCOC(C)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba0a0>,CC(O)CN1CCOC(C)C1,3,1,0.0878999999999998,32.7,2,3.068,8,2,1,0.7272727272727273,0.1818181818181818,0.0909090909090909,1.0,0.25,159.125928784,11,1,1,0,1,1,0,0,0
3513,Z1669922028,EnamineSolWat,O=C1CC(NC(=O)c2cncc(F)c2)CN1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba110>,O=C1CC(NC(=O)c2cncc(F)c2)CN1,3,2,-0.1610000000000004,71.09,2,2.893,10,2,3,0.625,0.125,0.1875,0.3,0.1,223.07570478,16,2,1,1,2,1,1,0,0
3514,Z1513975739,EnamineSolWat,O=c1ccc(C(F)(F)F)nn1Cc1nccs1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba180>,O=c1ccc(C(F)(F)F)nn1Cc1nccs1,5,0,1.7669,47.78,2,2.544,9,1,3,0.5294117647058824,0.0588235294117647,0.1764705882352941,0.2222222222222222,0.0,261.018367472,17,2,0,2,2,0,2,0,0
3515,Z1569709124,EnamineSolWat,CC1CNc2cc(F)ccc2C(=O)N1,,1.03,<rdkit.Chem.rdchem.Mol object at 0x7a142faba1f0>,CC1CNc2cc(F)ccc2C(=O)N1,2,2,1.3695,41.13,0,3.012,10,1,2,0.7142857142857143,0.0714285714285714,0.1428571428571428,0.3,0.1,194.085541192,14,2,1,1,1,1,1,0,0
3516,Z2111199020,EnamineSolWat,O=C(Cc1ccc(F)cn1)N1CCOc2ccccc2C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba260>,O=C(Cc1ccc(F)cn1)N1CCOc2ccccc2C1,3,0,2.1844,42.43000000000001,2,2.176,16,2,2,0.7619047619047619,0.0952380952380952,0.0952380952380952,0.25,0.0,286.11175594,21,3,1,2,2,1,2,0,0
3517,Z373775848,EnamineSolWat,Cc1ccsc1C(=O)Nc1cnn(C)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba2d0>,Cc1ccsc1C(=O)Nc1cnn(C)c1,4,1,2.0423199999999992,46.92,2,2.201,10,1,3,0.6666666666666666,0.0666666666666666,0.2,0.2,0.0,221.062282972,15,2,0,2,2,0,2,0,0
3518,Z2522939982,EnamineSolWat,Cn1ncc(C(F)(F)F)c1C(=O)O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba340>,Cn1ncc(C(F)(F)F)c1C(=O)O,3,1,1.1371,55.120000000000005,1,2.625,6,2,2,0.4615384615384615,0.1538461538461538,0.1538461538461538,0.3333333333333333,0.0,194.03031206,13,1,0,1,1,0,1,0,0
3519,Z1491284089,EnamineSolWat,Cc1ccc(S(=O)(=O)NCC2CCCN2)cc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba3b0>,Cc1ccc(S(=O)(=O)NCC2CCCN2)cc1F.Cl,3,2,1.16442,58.2,4,2.672,12,2,2,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.5,0.0833333333333333,272.099477004,18,2,1,1,1,1,1,0,0
3520,Z2442044577,EnamineSolWat,OCC(F)=C1CCCNC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba420>,OCC(F)=C1CCCNC1,2,2,0.5856999999999999,32.26,1,3.452,7,1,1,0.7,0.1,0.1,0.7142857142857143,0.0,145.090292224,10,1,1,0,1,1,0,0,0
3521,Z1569605339,EnamineSolWat,CN(Cc1ccc(Cl)c(F)c1)C1CCN(C(N)=O)CC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba490>,CN(Cc1ccc(Cl)c(F)c1)C1CCN(C(N)=O)CC1,2,1,2.4540000000000006,49.57,3,2.225,14,1,3,0.7,0.05,0.15,0.5,0.0,299.120068128,20,2,1,1,1,1,1,0,0
3522,Z275177252,EnamineSolWat,CC(C)NC(=O)c1cc(C(=O)O)n(C)n1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba500>,CC(C)NC(=O)c1cc(C(=O)O)n(C)n1,4,2,0.2564999999999997,84.22000000000001,3,2.222,9,3,3,0.6,0.2,0.2,0.4444444444444444,0.0,211.095691276,15,1,0,1,1,0,1,0,0
3523,Z1425693851,EnamineSolWat,O=C(Nc1ccccc1F)C1CCSC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba570>,O=C(Nc1ccccc1F)C1CCSC1,2,1,2.5173000000000005,29.1,2,2.474,11,1,1,0.7333333333333333,0.0666666666666666,0.0666666666666666,0.3636363636363636,0.0909090909090909,225.062363224,15,2,1,1,1,1,1,0,0
3524,Z1945700170,EnamineSolWat,OCc1cncn1CC(F)(F)F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba5e0>,OCc1cncn1CC(F)(F)F,3,1,0.9377,38.05,2,2.798,6,1,2,0.5,0.0833333333333333,0.1666666666666666,0.5,0.0,180.051047504,12,1,0,1,1,0,1,0,0
3525,Z1741959246,EnamineSolWat,N#Cc1c(F)cccc1-n1cccc1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba650>,N#Cc1c(F)cccc1-n1cccc1,2,0,2.48808,28.72,1,2.27,11,0,2,0.7857142857142857,0.0,0.1428571428571428,0.0,0.0,186.059326444,14,2,0,2,1,0,2,0,0
3526,Z2060911075,EnamineSolWat,O=C(C1CC=CC1)N1C[C@@H](F)C[C@H]1CO,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba6c0>,O=C(C1CC=CC1)N1C[C@@H](F)C[C@H]1CO,2,1,0.8838999999999999,40.540000000000006,2,3.674,11,2,1,0.7333333333333333,0.1333333333333333,0.0666666666666666,0.7272727272727273,0.1818181818181818,213.116506972,15,2,2,0,1,1,0,0,0
3527,Z2900167057,EnamineSolWat,Cn1cc(C(F)(F)F)nn1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba730>,Cn1cc(C(F)(F)F)nn1,3,0,0.8338999999999999,30.71,0,2.813,4,0,3,0.4,0.0,0.3,0.5,0.0,151.035731788,10,1,0,1,1,0,1,0,0
3528,Z2510259477,EnamineSolWat,O=C(O)C1CCc2ncncc2C1,,0.86,<rdkit.Chem.rdchem.Mol object at 0x7a142faba7a0>,O=C(O)C1CCc2ncncc2C1,3,1,0.6661000000000001,63.08,1,3.004,9,2,2,0.6923076923076923,0.1538461538461538,0.1538461538461538,0.4444444444444444,0.1111111111111111,178.07422756,13,2,1,1,1,0,1,0,0
3529,Z2492800383,EnamineSolWat,COCc1ccc[nH]c1=N,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba810>,COCc1cccnc1N,2,2,0.6405700000000001,48.870000000000005,2,3.089,7,1,2,0.7,0.1,0.2,0.2857142857142857,0.0,138.07931294,10,1,0,1,1,0,1,0,0
3530,Z1413222988,EnamineSolWat,O=C(C1CCCC1)N1CCOc2cccc(F)c21,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba880>,O=C(C1CCCC1)N1CCOc2cccc(F)c21,2,0,2.7413000000000016,29.540000000000003,1,2.305,14,2,1,0.7777777777777778,0.1111111111111111,0.0555555555555555,0.5,0.0,249.116506972,18,3,2,1,1,1,1,0,0
3531,Z1603621461,EnamineSolWat,Cc1cc(C(=O)NC2(C(=O)O)CCC2)ccc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba8f0>,Cc1cc(C(=O)NC2(C(=O)O)CCC2)ccc1F,2,2,1.87122,66.4,3,2.061,13,3,1,0.7222222222222222,0.1666666666666666,0.0555555555555555,0.3846153846153846,0.0,251.095771528,18,2,1,1,0,0,1,0,0
3532,Z2692093593,EnamineSolWat,Nc1ccccc1C1CCC(=O)N1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba960>,Nc1ccccc1C1CCC(=O)N1,2,2,1.2199,55.120000000000005,1,2.795,10,1,2,0.7692307692307693,0.0769230769230769,0.1538461538461538,0.3,0.1,176.094963004,13,2,1,1,1,1,1,0,0
3533,Z401537596,EnamineSolWat,CCc1nc(C)c(C(=O)O)s1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142faba9d0>,CCc1nc(C)c(C(=O)O)s1,3,1,1.71212,50.19,2,2.225,7,2,1,0.6363636363636364,0.1818181818181818,0.0909090909090909,0.4285714285714285,0.0,171.035399528,11,1,0,1,1,0,1,0,0
3534,Z1602156124,EnamineSolWat,Cc1cnc(C(=O)N(C)c2ccc(F)c(Cl)c2)cn1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabaa40>,Cc1cnc(C(=O)N(C)c2ccc(F)c(Cl)c2)cn1,3,0,2.854120000000001,46.09,2,2.275,13,1,3,0.6842105263157895,0.0526315789473684,0.1578947368421052,0.1538461538461538,0.0,279.057467872,19,2,0,2,1,0,2,0,0
3535,Z1180341112,EnamineSolWat,CCC1CCCCN1C(=O)Nc1ccc(C(N)=O)c(F)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabaab0>,CCC1CCCCN1C(=O)Nc1ccc(C(N)=O)c(F)c1,2,2,2.721,75.43,3,2.517,15,2,3,0.7142857142857143,0.0952380952380952,0.1428571428571428,0.4666666666666667,0.0666666666666666,293.1539551,21,2,1,1,1,1,1,0,0
3536,Z2941405013,EnamineSolWat,O=c1[nH]c(=O)n(C2CCCC2)cc1C(F)(F)F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabab20>,O=c1[nH]c(=O)n(C2CCCC2)cc1C(F)(F)F,3,1,1.6704999999999997,54.86,1,2.435,10,2,2,0.5882352941176471,0.1176470588235294,0.1176470588235294,0.6,0.0,248.077262252,17,2,1,1,1,0,1,0,0
3537,Z1610969627,EnamineSolWat,N#Cc1csc(CN=c2[nH]ncs2)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabab90>,N#Cc1csc(CNc2nncs2)c1,5,1,1.50528,64.83,2,4.005,8,0,4,0.5714285714285714,0.0,0.2857142857142857,0.125,0.0,222.003388192,14,2,0,2,2,0,2,0,0
3538,Z1528740194,EnamineSolWat,O=C(O)C1CCN(C(=O)C2(c3cccc(F)c3)CC2)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabac00>,Cl.O=C(O)C1CCN(C(=O)C2(c3cccc(F)c3)CC2)C1,2,1,1.7903999999999998,57.61,3,2.64,15,3,1,0.75,0.15,0.05,0.4666666666666667,0.0666666666666666,277.111421592,20,3,2,1,1,1,1,0,0
3539,Z1882452484,EnamineSolWat,CN(C)C(=O)N1CCCC(c2nc(C(F)(F)F)c[nH]2)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabac70>,CN(C)C(=O)N1CCCC(c2ncc(C(F)(F)F)[nH]2)C1,2,1,2.2895000000000003,52.23,1,3.45,12,1,4,0.6,0.05,0.2,0.6666666666666666,0.0833333333333333,290.13544582400004,20,2,1,1,2,1,1,0,0
3540,Z1466196853,EnamineSolWat,CN(C(=O)c1ccco1)c1ncccc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabace0>,CN(C(=O)c1ccco1)c1ncccc1F,3,0,2.0903,46.34,2,2.378,11,2,2,0.6875,0.125,0.125,0.0909090909090909,0.0,220.064805748,16,2,0,2,2,0,2,0,0
3541,Z2940670675,EnamineSolWat,FC(F)(F)c1ccc2c(c1)CCN2,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabad50>,Cl.FC(F)(F)c1ccc2c(c1)CCN2,1,1,2.6734,12.03,0,2.21,9,0,1,0.6923076923076923,0.0,0.0769230769230769,0.3333333333333333,0.0,187.060883916,13,2,1,1,1,1,1,0,0
3542,Z2054764262,EnamineSolWat,C[C@H]1OCCN(Cc2ccc(F)c(Cl)c2)C1C(N)=O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabadc0>,C[C@H]1OCCN(Cc2ccc(F)c(Cl)c2)[C@@H]1C(N)=O,3,1,1.5537,55.56,3,3.201,13,2,2,0.6842105263157895,0.1052631578947368,0.1052631578947368,0.4615384615384615,0.1538461538461538,286.088433652,19,2,1,1,1,1,1,0,0
3543,Z2218556295,EnamineSolWat,CCN1CCC(N)(C(F)(F)F)CC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabae30>,CCN1CCC(N)(C(F)(F)F)CC1.Cl.Cl,2,1,1.3619,29.26,1,2.903,8,0,2,0.6153846153846154,0.0,0.1538461538461538,1.0,0.0,196.11873314,13,1,1,0,1,1,0,0,0
3544,Z558477378,EnamineSolWat,O=C(NCc1cc[nH]n1)N1CCCC(C(F)(F)F)C1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabaea0>,O=C(NCc1cc[nH]n1)N1CCCC(C(F)(F)F)C1,2,2,1.8936,61.02,2,3.405,11,1,4,0.5789473684210527,0.0526315789473684,0.2105263157894736,0.6363636363636364,0.0909090909090909,276.11979576000004,19,2,1,1,2,1,1,0,0
3545,Z1259339140,EnamineSolWat,CN1CCCN(C2CCCC2N)CC1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabaf10>,CN1CCCN(C2CCCC2N)CC1,3,1,0.503700000000001,32.5,1,3.017,11,0,3,0.7857142857142857,0.0,0.2142857142857142,1.0,0.1818181818181818,197.189197736,14,2,2,0,1,1,0,0,0
3546,Z1641557004,EnamineSolWat,CCC(=O)N=c1ccc(C(F)(F)F)n[nH]1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabaf80>,CCC(=O)Nc1ccc(C(F)(F)F)nn1,2,1,1.2658,58.11,1,3.437,8,1,3,0.5333333333333333,0.0666666666666666,0.2,0.375,0.0,219.061946536,15,1,0,1,1,0,1,0,0
3547,Z3027501763,EnamineSolWat,CC1CNc2ccc(C(F)(F)F)cc2O1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabaff0>,CC1CNc2ccc(C(F)(F)F)cc2O1,2,1,2.898200000000001,21.26,0,2.895,10,1,1,0.6666666666666666,0.0666666666666666,0.0666666666666666,0.4,0.1,217.0714486,15,2,1,1,1,1,1,0,0
3548,Z3243650788,EnamineSolWat,O=c1[nH]c2ccccc2cc1F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabb060>,O=c1[nH]c2ccccc2cc1F,1,1,1.6672,32.86,0,1.857,9,1,1,0.75,0.0833333333333333,0.0833333333333333,0.0,0.0,163.043342032,12,2,0,2,1,0,2,0,0
3549,Z1327336297,EnamineSolWat,Fc1cccc(-c2cnc(CN3CCOCC3)o2)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabb0d0>,Fc1cccc(-c2cnc(CN3CCOCC3)o2)c1,4,0,2.3129,38.5,3,2.09,14,2,2,0.7368421052631579,0.1052631578947368,0.1052631578947368,0.3571428571428571,0.0,262.11175594,19,3,1,2,2,1,2,0,0
3550,Z57683743,EnamineSolWat,Cc1[nH][nH]c(=O)c1CCC(=O)O,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabb140>,CC1=NNC(=O)C1CCC(=O)O,2,3,0.0286199999999998,85.95,3,2.597,7,3,2,0.5833333333333334,0.25,0.1666666666666666,0.4285714285714285,0.0,170.06914218,12,1,0,1,1,0,1,0,0
3551,Z2235682540,EnamineSolWat,Fc1cncc(C2CCNC2)c1,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabb1b0>,Cl.Cl.Fc1cncc(C2CCNC2)c1,2,1,1.2976,24.92,1,2.924,9,0,2,0.75,0.0,0.1666666666666666,0.4444444444444444,0.1111111111111111,166.090626572,12,2,1,1,2,1,1,0,0
3552,Z2106589019,EnamineSolWat,O=C(O)c1nn(CC(F)(F)F)cc1Cl,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabb220>,O=C(O)c1nn(CC(F)(F)F)cc1Cl,3,1,1.797,55.12,2,2.628,6,2,2,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.3333333333333333,0.0,227.991339708,14,1,0,1,1,0,1,0,0
3553,Z2900187912,EnamineSolWat,Cc1cc(N)cnc1C(F)F,,,<rdkit.Chem.rdchem.Mol object at 0x7a142fabb290>,Cc1cc(N)cnc1C(F)F,2,1,1.90982,38.91,1,2.71,7,0,2,0.6363636363636364,0.0,0.1818181818181818,0.2857142857142857,0.0,158.065554696,11,1,0,1,1,0,1,0,0
3554,Z2466617838,EnamineSolWat,O=C(O)c1cccc2c1OCCCO2,,1.07,<rdkit.Chem.rdchem.Mol object at 0x7a142fabb300>,O=C(O)c1cccc2c1OCCCO2,3,1,1.5460999999999998,55.760000000000005,1,2.059,10,4,0,0.7142857142857143,0.2857142857142857,0.0,0.3,0.0,194.0579088,14,2,1,1,1,1,1,0,0
