,ID,Database,SMILES_chiral,Counts,ROMol,SMILES,HBA,HBD,LOGP,TPSA,RB,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,MW,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
330,QHM-0000883,CRAFT,O=C(c1cccc([N+](=O)[O-])c1)c1c[nH]c2ccccc12,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4c740>,O=C(c1cccc([N+](=O)[O-])c1)C1C=Nc2ccccc21,3,1,3.307100000000001,76.0,3,1.899,15,3,2,0.75,0.15,0.1,0.0,0.0,266.06914218000003,20,3,0,3,1,0,3,0,0
331,QHM-0000882,CRAFT,O=C(Nc1ccc2nc(-c3ccc(F)c(F)c3)cn2c1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4c7b0>,O=C(Nc1ccc2nc(-c3ccc(F)c(F)c3)cn2c1)N1CC[C@H](F)C1,3,1,3.855200000000002,49.64000000000001,2,2.99,18,1,4,0.6923076923076923,0.0384615384615384,0.1538461538461538,0.2222222222222222,0.0555555555555555,360.11979576000004,26,4,1,3,3,1,3,0,0
332,QHM-0000881,CRAFT,Cn1nc(C(C)(C)C)cc1C(=O)N=c1cc2[nH]c(-c3ccc(F)c(F)c3)cn2cn1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4c820>,Cn1nc(C(C)(C)C)cc1C(=O)Nc1cc2nc(-c3ccc(F)c(F)c3)cn2cn1,5,1,3.379700000000001,80.34,2,3.435,21,1,6,0.7,0.0333333333333333,0.2,0.238095238095238,0.0,410.16666570000007,30,4,0,4,3,0,4,0,0
333,QHM-0000880,CRAFT,O=C(N=c1cc2[nH]c(-c3ccc(F)c(F)c3)cn2cn1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4c890>,O=C(Nc1cc2nc(-c3ccc(F)c(F)c3)cn2cn1)N1CC[C@H](F)C1,3,1,2.6721000000000004,65.75999999999999,1,3.942,17,1,5,0.6538461538461539,0.0384615384615384,0.1923076923076923,0.2352941176470588,0.0588235294117647,361.115044728,26,4,1,3,3,1,3,0,0
334,QHM-0000879,CRAFT,O=C(N=c1ccn2cc(-c3ccc(F)c(F)c3)[nH]c2n1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4c900>,O=C(Nc1ccn2cc(-c3ccc(F)c(F)c3)nc2n1)N1CC[C@H](F)C1,3,1,2.6721000000000004,65.76,1,3.858,17,1,5,0.6538461538461539,0.0384615384615384,0.1923076923076923,0.2352941176470588,0.0588235294117647,361.115044728,26,4,1,3,3,1,3,0,0
335,QHM-0000878,CRAFT,Cn1nc(C(C)(C)C)cc1C(=O)N=c1ccn2cc(-c3ccc(F)c(F)c3)[nH]c2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4c970>,Cn1nc(C(C)(C)C)cc1C(=O)Nc1ccn2cc(-c3ccc(F)c(F)c3)nc2c1,4,1,3.984700000000003,67.44999999999999,2,3.297,22,1,5,0.7333333333333333,0.0333333333333333,0.1666666666666666,0.2272727272727272,0.0,409.17141673200007,30,4,0,4,3,0,4,0,0
336,QHM-0000877,CRAFT,O=C(N=c1ccn2cc(-c3ccc(F)c(F)c3)[nH]c2c1)c1cccnc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4c9e0>,O=C(Nc1ccn2cc(-c3ccc(F)c(F)c3)nc2c1)c1cccnc1,3,1,3.348700000000001,62.52,2,3.034,19,1,4,0.7307692307692307,0.0384615384615384,0.1538461538461538,0.0,0.0,350.097917444,26,4,0,4,3,0,4,0,0
337,QHM-0000876,CRAFT,Cc1noc(C)c1C(=O)N=c1ccn2cc(-c3ccc(F)c(F)c3)[nH]c2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4ca50>,Cc1noc(C)c1C(=O)Nc1ccn2cc(-c3ccc(F)c(F)c3)nc2c1,4,1,3.5585400000000016,75.66,2,3.243,19,2,4,0.7037037037037037,0.074074074074074,0.1481481481481481,0.1052631578947368,0.0,368.108482128,27,4,0,4,3,0,4,0,0
338,QHM-0000875,CRAFT,O=C(N=c1ccn2cc(-c3ccc(F)c(F)c3)[nH]c2c1)c1cccnc1Cl,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4cac0>,O=C(Nc1ccn2cc(-c3ccc(F)c(F)c3)nc2c1)c1cccnc1Cl,3,1,4.002100000000001,62.52,2,3.122,19,1,4,0.7037037037037037,0.037037037037037,0.1481481481481481,0.0,0.0,384.058945092,27,4,0,4,3,0,4,0,0
339,QHM-0000874,CRAFT,O=C(N=c1ccn2cc(-c3cccs3)[nH]c2c1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4cb30>,O=C(Nc1ccn2cc(-c3cccs3)nc2c1)N1CC[C@H](F)C1,3,1,3.0604000000000013,52.870000000000005,1,3.972,16,1,4,0.6956521739130435,0.0434782608695652,0.1739130434782608,0.25,0.0625,330.09506032,23,4,1,3,4,1,3,0,0
340,QHM-0000873,CRAFT,O=C(N=c1ccn2cc(-c3nccs3)[nH]c2c1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4cba0>,O=C(Nc1ccn2cc(-c3nccs3)nc2c1)N1CC[C@H](F)C1,4,1,2.4554,65.76,1,4.158,15,1,5,0.6521739130434783,0.0434782608695652,0.217391304347826,0.2666666666666666,0.0666666666666666,331.090309288,23,4,1,3,4,1,3,0,0
341,QHM-0000872,CRAFT,O=C(N=c1ccn2cc(-c3ccc(F)c(F)c3)[nH]c2c1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4cc10>,O=C(Nc1ccn2cc(-c3ccc(F)c(F)c3)nc2c1)N1CC[C@H](F)C1,2,1,3.277100000000001,52.870000000000005,1,3.816,18,1,4,0.6923076923076923,0.0384615384615384,0.1538461538461538,0.2222222222222222,0.0555555555555555,360.11979576000004,26,4,1,3,3,1,3,0,0
342,QHM-0000871,CRAFT,O=C(N=c1ccn2cc(-c3ccc(F)c(F)c3)[nH]c2c1)N1CCCC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4cc80>,O=C(Nc1ccn2cc(-c3ccc(F)c(F)c3)nc2c1)N1CCCC1,2,1,3.3291000000000013,52.870000000000005,1,3.142,18,1,4,0.72,0.04,0.16,0.2222222222222222,0.0,342.129217572,25,4,1,3,3,1,3,0,0
343,QHM-0000870,CRAFT,O=C(N=c1ccn2cc(-c3ccc(F)c(F)c3)[nH]c2c1)N1CCCCC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4ccf0>,O=C(Nc1ccn2cc(-c3ccc(F)c(F)c3)nc2c1)N1CCCCC1,2,1,3.7192000000000016,52.870000000000005,1,3.116,19,1,4,0.7307692307692307,0.0384615384615384,0.1538461538461538,0.2631578947368421,0.0,356.144867636,26,4,1,3,3,1,3,0,0
344,QHM-0000869,CRAFT,O=C(N=c1ccn2cc(-c3cccc(F)c3F)[nH]c2c1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4cd60>,O=C(Nc1ccn2cc(-c3cccc(F)c3F)nc2c1)N1CC[C@H](F)C1,2,1,3.2771000000000017,52.870000000000005,1,3.909,18,1,4,0.6923076923076923,0.0384615384615384,0.1538461538461538,0.2222222222222222,0.0555555555555555,360.11979576000004,26,4,1,3,3,1,3,0,0
345,QHM-0000868,CRAFT,O=C(N=c1ccn2cc(-c3cccc(F)c3F)[nH]c2c1)N1CCCC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4cdd0>,O=C(Nc1ccn2cc(-c3cccc(F)c3F)nc2c1)N1CCCC1,2,1,3.3291000000000013,52.870000000000005,1,3.237,18,1,4,0.72,0.04,0.16,0.2222222222222222,0.0,342.129217572,25,4,1,3,3,1,3,0,0
346,QHM-0000867,CRAFT,O=C(N=c1ccn2cc(-c3cccc(F)c3F)[nH]c2c1)N1CCCCC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4ce40>,O=C(Nc1ccn2cc(-c3cccc(F)c3F)nc2c1)N1CCCCC1,2,1,3.7192000000000025,52.870000000000005,1,3.208,19,1,4,0.7307692307692307,0.0384615384615384,0.1538461538461538,0.2631578947368421,0.0,356.144867636,26,4,1,3,3,1,3,0,0
347,QHM-0000866,CRAFT,O=C(N=c1ccn2cc(-c3cccc(F)c3)[nH]c2c1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4ceb0>,O=C(Nc1ccn2cc(-c3cccc(F)c3)nc2c1)N1CC[C@H](F)C1,2,1,3.1380000000000017,52.870000000000005,1,3.776,18,1,4,0.72,0.04,0.16,0.2222222222222222,0.0555555555555555,342.129217572,25,4,1,3,3,1,3,0,0
348,QHM-0000865,CRAFT,O=C(N=c1ccn2cc(-c3cccc(F)c3)[nH]c2c1)N1CCCC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4cf20>,O=C(Nc1ccn2cc(-c3cccc(F)c3)nc2c1)N1CCCC1,2,1,3.1900000000000013,52.870000000000005,1,3.096,18,1,4,0.75,0.0416666666666666,0.1666666666666666,0.2222222222222222,0.0,324.13863938400004,24,4,1,3,3,1,3,0,0
349,QHM-0000864,CRAFT,O=C(N=c1ccn2cc(-c3cccc(F)c3)[nH]c2c1)N1CCCCC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4cf90>,O=C(Nc1ccn2cc(-c3cccc(F)c3)nc2c1)N1CCCCC1,2,1,3.5801000000000016,52.870000000000005,1,3.069,19,1,4,0.76,0.04,0.16,0.2631578947368421,0.0,338.15428944800004,25,4,1,3,3,1,3,0,0
350,QHM-0000863,CRAFT,O=C(N=c1ccn2cc(-c3ccccc3)[nH]c2c1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d000>,O=C(Nc1ccn2cc(-c3ccccc3)nc2c1)N1CC[C@H](F)C1,2,1,2.9989000000000017,52.870000000000005,1,3.683,18,1,4,0.75,0.0416666666666666,0.1666666666666666,0.2222222222222222,0.0555555555555555,324.13863938400004,24,4,1,3,3,1,3,0,0
351,QHM-0000862,CRAFT,O=C(N=c1ccn2cc(-c3ccccc3)[nH]c2c1)N1CCCC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d070>,O=C(Nc1ccn2cc(-c3ccccc3)nc2c1)N1CCCC1,2,1,3.0509000000000013,52.870000000000005,1,2.994,18,1,4,0.782608695652174,0.0434782608695652,0.1739130434782608,0.2222222222222222,0.0,306.148061196,23,4,1,3,3,1,3,0,0
352,QHM-0000861,CRAFT,O=C(N=c1ccn2cc(-c3ccccc3)[nH]c2c1)N1CCCCC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d0e0>,O=C(Nc1ccn2cc(-c3ccccc3)nc2c1)N1CCCCC1,2,1,3.4410000000000025,52.870000000000005,1,2.969,19,1,4,0.7916666666666666,0.0416666666666666,0.1666666666666666,0.2631578947368421,0.0,320.16371126,24,4,1,3,3,1,3,0,0
353,QHM-0000860,CRAFT,Nc1ccc2c(O)n(-c3ccc(Cl)c(Cl)c3)cc2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d150>,Nc1ccc2c(c1)CN(c1ccc(Cl)c(Cl)c1)C2=O,3,2,4.225100000000001,51.18,1,2.503,14,1,2,0.7368421052631579,0.0526315789473684,0.1052631578947368,0.0,0.0,292.0170183,19,3,0,3,1,0,3,0,0
354,QHM-0000859,CRAFT,Nc1ccc2c(O)n(-c3ccc(Br)cc3)cc2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d1c0>,Nc1ccc2c(c1)CN(c1ccc(Br)cc1)C2=O,3,2,3.6808000000000014,51.18,1,2.456,14,1,2,0.7777777777777778,0.0555555555555555,0.1111111111111111,0.0,0.0,302.005475072,18,3,0,3,1,0,3,0,0
355,QHM-0000858,CRAFT,O=C1c2ccc([N+](=O)[O-])cc2CN1c1ccc(Cl)c(Cl)c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d230>,O=C1c2ccc([N+](=O)[O-])cc2CN1c1ccc(Cl)c(Cl)c1,3,0,4.062000000000002,63.45,2,2.161,14,3,2,0.6666666666666666,0.1428571428571428,0.0952380952380952,0.0714285714285714,0.0,321.991197476,21,3,1,2,1,1,2,0,0
356,QHM-0000857,CRAFT,O=C1c2ccc([N+](=O)[O-])cc2CN1c1ccc(Br)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d2a0>,O=C1c2ccc([N+](=O)[O-])cc2CN1c1ccc(Br)cc1,3,0,3.5177000000000023,63.45,2,2.104,14,3,2,0.7,0.15,0.1,0.0714285714285714,0.0,331.97965424800003,20,3,1,2,1,1,2,0,0
357,QHM-0000856,CRAFT,Cc1ccc(-n2cc3cc(N)ccc3c2O)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d310>,Cc1ccc(N2Cc3cc(N)ccc3C2=O)cc1,3,2,3.226720000000001,51.18,1,2.364,15,1,2,0.8333333333333334,0.0555555555555555,0.1111111111111111,0.0666666666666666,0.0,238.110613068,18,3,0,3,1,0,3,0,0
358,QHM-0000855,CRAFT,Nc1ccc2c(O)n(-c3ccc(F)c(F)c3)cc2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d380>,Nc1ccc2c(c1)CN(c1ccc(F)c(F)c1)C2=O,3,2,3.1965000000000003,51.18,1,2.534,14,1,2,0.7368421052631579,0.0526315789473684,0.1052631578947368,0.0,0.0,260.07611938,19,3,0,3,1,0,3,0,0
359,QHM-0000854,CRAFT,Cc1ccc(N2Cc3cc([N+](=O)[O-])ccc3C2=O)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d3f0>,Cc1ccc(N2Cc3cc([N+](=O)[O-])ccc3C2=O)cc1,3,0,3.063620000000001,63.45,2,2.02,15,3,2,0.75,0.15,0.1,0.1333333333333333,0.0,268.084792244,20,3,1,2,1,1,2,0,0
360,QHM-0000853,CRAFT,O=C1c2ccc([N+](=O)[O-])cc2CN1c1ccc(F)c(F)c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d460>,O=C1c2ccc([N+](=O)[O-])cc2CN1c1ccc(F)c(F)c1,3,0,3.033400000000001,63.45,2,2.189,14,3,2,0.6666666666666666,0.1428571428571428,0.0952380952380952,0.0714285714285714,0.0,290.05029855600003,21,3,1,2,1,1,2,0,0
361,QHM-0000852,CRAFT,Nc1ccc2c(O)n(-c3ccc(Cl)cc3)cc2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d4d0>,Nc1ccc2c(c1)CN(c1ccc(Cl)cc1)C2=O,3,2,3.5717000000000008,51.18,1,2.384,14,1,2,0.7777777777777778,0.0555555555555555,0.1111111111111111,0.0,0.0,258.055990652,18,3,0,3,1,0,3,0,0
362,QHM-0000851,CRAFT,O=C1c2ccc([N+](=O)[O-])cc2CN1c1ccc(Cl)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d540>,O=C1c2ccc([N+](=O)[O-])cc2CN1c1ccc(Cl)cc1,3,0,3.4086000000000016,63.45,2,2.038,14,3,2,0.7,0.15,0.1,0.0714285714285714,0.0,288.030169828,20,3,1,2,1,1,2,0,0
363,QHM-0000850,CRAFT,COC(=O)c1ccc([N+](=O)[O-])cc1CBr,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d5b0>,COC(=O)c1ccc([N+](=O)[O-])cc1CBr,4,0,2.2763,69.44,3,2.139,9,4,1,0.6,0.2666666666666666,0.0666666666666666,0.2222222222222222,0.0,272.963669836,15,1,0,1,0,0,1,0,0
364,QHM-0000849,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccc(Cl)c(Cl)c3)cc2c1)N1CCN(c2ccccc2)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d620>,O=C(Nc1ccc2c(c1)CN(c1ccc(Cl)c(Cl)c1)C2=O)N1CCN(c2ccccc2)CC1,4,2,5.997000000000004,60.74,3,2.454,25,2,4,0.7575757575757576,0.0606060606060606,0.1212121212121212,0.16,0.0,480.111981304,33,5,1,4,2,1,4,0,0
365,QHM-0000848,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccc(Cl)c(Cl)c3)cc2c1)N1CCN(c2ccc(Cl)cc2)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d690>,O=C(Nc1ccc2c(c1)CN(c1ccc(Cl)c(Cl)c1)C2=O)N1CCN(c2ccc(Cl)cc2)CC1,4,2,6.650400000000005,60.74,3,2.51,25,2,4,0.7352941176470589,0.0588235294117647,0.1176470588235294,0.16,0.0,514.073008952,34,5,1,4,2,1,4,0,0
366,QHM-0000847,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccc(Br)cc3)cc2c1)N1CCN(c2ccc(F)cc2)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d700>,O=C(Nc1ccc2c(c1)CN(c1ccc(Br)cc1)C2=O)N1CCN(c2ccc(F)cc2)CC1,4,2,5.591800000000004,60.74,3,2.463,25,2,4,0.7575757575757576,0.0606060606060606,0.1212121212121212,0.16,0.0,508.0910162640001,33,5,1,4,2,1,4,0,0
367,QHM-0000846,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccc(F)c(F)c3)cc2c1)N1CCN(c2ccc(Cl)cc2)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d770>,O=C(Nc1ccc2c(c1)CN(c1ccc(F)c(F)c1)C2=O)N1CCN(c2ccc(Cl)cc2)CC1,4,2,5.621800000000004,60.74,3,2.527,25,2,4,0.7352941176470589,0.0588235294117647,0.1176470588235294,0.16,0.0,482.13211003200007,34,5,1,4,2,1,4,0,0
368,QHM-0000845,CRAFT,Cc1ccc(-n2cc3cc(NC(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)ccc3c2O)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d7e0>,Cc1ccc(N2Cc3cc(NC(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)ccc3C2=O)cc1,4,2,6.017420000000006,60.74000000000001,3,2.57,27,2,4,0.75,0.0555555555555555,0.1111111111111111,0.2222222222222222,0.0,494.1929607,36,5,1,4,2,1,4,0,0
369,QHM-0000844,CRAFT,Cc1ccc(-n2cc3cc(NC(=O)N4CCN(c5ccc(F)cc5)CC4)ccc3c2O)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d850>,Cc1ccc(N2Cc3cc(NC(=O)N4CCN(c5ccc(F)cc5)CC4)ccc3C2=O)cc1,4,2,5.137720000000005,60.74000000000001,3,2.414,26,2,4,0.7878787878787878,0.0606060606060606,0.1212121212121212,0.1923076923076923,0.0,444.19615426,33,5,1,4,2,1,4,0,0
370,QHM-0000843,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccc(F)c(F)c3)cc2c1)N1CCN(c2ccc(F)cc2)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d8c0>,O=C(Nc1ccc2c(c1)CN(c1ccc(F)c(F)c1)C2=O)N1CCN(c2ccc(F)cc2)CC1,4,2,5.107500000000004,60.74,3,2.531,25,2,4,0.7352941176470589,0.0588235294117647,0.1176470588235294,0.16,0.0,466.1616605720001,34,5,1,4,2,1,4,0,0
371,QHM-0000842,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccc(Cl)cc3)cc2c1)N1CCN(c2ccc(F)cc2)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d930>,O=C(Nc1ccc2c(c1)CN(c1ccc(Cl)cc1)C2=O)N1CCN(c2ccc(F)cc2)CC1,4,2,5.482700000000004,60.74,3,2.424,25,2,4,0.7575757575757576,0.0606060606060606,0.1212121212121212,0.16,0.0,464.141531844,33,5,1,4,2,1,4,0,0
372,QHM-0000841,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccccc3)cc2c1)N1CCN(c2ccc(F)cc2)CC1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4d9a0>,O=C(Nc1ccc2c(c1)CN(c1ccccc1)C2=O)N1CCN(c2ccc(F)cc2)CC1,4,2,4.829300000000004,60.74,3,2.366,25,2,4,0.78125,0.0625,0.125,0.16,0.0,430.180504196,32,5,1,4,2,1,4,0,0
373,QHM-0000840,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccc(Cl)cc3)cc2c1)N1CC[C@H](O)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4da10>,O=C(Nc1ccc2c(c1)CN(c1ccc(Cl)cc1)C2=O)N1CC[C@H](O)C1,4,3,3.5880000000000027,77.73,2,2.927,19,3,3,0.7307692307692307,0.1153846153846153,0.1153846153846153,0.2105263157894736,0.0526315789473684,371.103669116,26,4,1,3,2,1,3,0,0
374,QHM-0000839,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccccc3)cc2c1)N1CC[C@H](O)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4da80>,O=C(Nc1ccc2c(c1)CN(c1ccccc1)C2=O)N1CC[C@H](O)C1,4,3,2.9346000000000005,77.73,2,2.872,19,3,3,0.76,0.12,0.12,0.2105263157894736,0.0526315789473684,337.142641468,25,4,1,3,2,1,3,0,0
375,QHM-0000838,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccc(Cl)cc3)cc2c1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4daf0>,O=C(Nc1ccc2c(c1)CN(c1ccc(Cl)cc1)C2=O)N1CC[C@H](F)C1,3,2,4.565200000000003,57.5,2,3.028,19,2,3,0.7307692307692307,0.0769230769230769,0.1153846153846153,0.2105263157894736,0.0526315789473684,373.0993326840001,26,4,1,3,2,1,3,0,0
376,QHM-0000837,CRAFT,O=C(Nc1ccc2c(O)n(-c3ccccc3)cc2c1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4db60>,O=C(Nc1ccc2c(c1)CN(c1ccccc1)C2=O)N1CC[C@H](F)C1,3,2,3.911800000000002,57.5,2,2.975,19,2,3,0.76,0.08,0.12,0.2105263157894736,0.0526315789473684,339.138305036,25,4,1,3,2,1,3,0,0
377,QHM-0000836,CRAFT,Cc1cc(C)n2cc(-c3ccc(F)c(F)c3)nc2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4dbd0>,Cc1cc(C)n2cc(-c3ccc(F)c(F)c3)nc2c1,2,0,3.896340000000002,17.3,1,2.254,15,0,2,0.7894736842105263,0.0,0.1052631578947368,0.1333333333333333,0.0,258.096854824,19,3,0,3,2,0,3,0,0
378,QHM-0000835,CRAFT,Cc1cc(C)n2c(CN3CCN(c4ccc(F)cc4)CC3)c(-c3ccc(F)c(F)c3)nc2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4dc40>,Cc1cc(C)n2c(CN3CCN(c4ccc(F)cc4)CC3)c(-c3ccc(F)c(F)c3)nc2c1,4,0,5.357640000000005,23.78,4,2.517,26,0,4,0.7878787878787878,0.0,0.1212121212121212,0.2692307692307692,0.0,450.20313146000007,33,5,1,4,3,1,4,0,0
379,QHM-0000834,CRAFT,O=C(N=c1cc2[nH]c(-c3ccc(F)c(F)c3)c(CO)n2cn1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4dcb0>,O=C(Nc1cc2nc(-c3ccc(F)c(F)c3)c(CO)n2cn1)N1CC[C@H](F)C1,4,2,2.1644,85.99,2,4.002,18,2,5,0.6428571428571429,0.0714285714285714,0.1785714285714285,0.2777777777777778,0.0555555555555555,391.1256094120001,28,4,1,3,3,1,3,0,0
380,QHM-0000833,CRAFT,O=C(N=c1cc2[nH]c(-c3ccc(F)c(F)c3)c(CN3CCN(c4ccc(F)cc4)CC3)n2cn1)N1CC[C@H](F)C1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4dd20>,O=C(Nc1cc2nc(-c3ccc(F)c(F)c3)c(CN3CCN(c4ccc(F)cc4)CC3)n2cn1)N1CC[C@H](F)C1,5,1,4.133400000000003,72.24,4,3.822,28,1,7,0.7,0.025,0.175,0.3214285714285714,0.0357142857142857,553.2213213640001,40,6,2,4,4,2,4,0,0
381,QHM-0000832,CRAFT,Cc1ccc(-c2nc3ccc(C)cn3c2CN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4dd90>,Cc1ccc(-c2nc3ccc(C)cn3c2CN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,4,0,5.959140000000006,23.78,4,2.4,27,0,4,0.7941176470588235,0.0,0.1176470588235294,0.2962962962962963,0.0,464.218781524,34,5,1,4,3,1,4,0,0
382,QHM-0000831,CRAFT,Cc1ccc(-c2nc3ccc(C)cn3c2CN2CCN(c3ccc(F)cc3)CC2)cc1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4de00>,Cc1ccc(-c2nc3ccc(C)cn3c2CN2CCN(c3ccc(F)cc3)CC2)cc1,4,0,5.079440000000004,23.78,4,2.233,26,0,4,0.8387096774193549,0.0,0.1290322580645161,0.2692307692307692,0.0,414.221975084,31,5,1,4,3,1,4,0,0
383,QHM-0000830,CRAFT,Cc1ccc2nc(-c3ccc(Cl)cc3)c(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)n2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4de70>,Cc1ccc2nc(-c3ccc(Cl)cc3)c(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)n2c1,4,0,6.3041200000000055,23.780000000000005,4,2.41,26,0,4,0.7647058823529411,0.0,0.1176470588235294,0.2692307692307692,0.0,484.164159108,34,5,1,4,3,1,4,0,0
384,QHM-0000829,CRAFT,Cc1ccc2nc(-c3ccc(Cl)cc3)c(CN3CCN(c4ccc(F)cc4)CC3)n2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4dee0>,Cc1ccc2nc(-c3ccc(Cl)cc3)c(CN3CCN(c4ccc(F)cc4)CC3)n2c1,4,0,5.424420000000005,23.780000000000005,4,2.244,25,0,4,0.8064516129032258,0.0,0.1290322580645161,0.24,0.0,434.167352668,31,5,1,4,3,1,4,0,0
385,QHM-0000828,CRAFT,Cc1ccc2nc(-c3ccc(F)c(F)c3)c(CO)n2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4df50>,Cc1ccc2nc(-c3ccc(F)c(F)c3)c(CO)n2c1,3,1,3.080220000000001,37.53,2,2.312,15,1,2,0.75,0.05,0.1,0.1333333333333333,0.0,274.091769444,20,3,0,3,2,0,3,0,0
386,QHM-0000827,CRAFT,Cc1ccc2nc(-c3ccc(F)c(F)c3)c(CN3CCN(c4ccccc4)CC3)n2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4dfc0>,Cc1ccc2nc(-c3ccc(F)c(F)c3)c(CN3CCN(c4ccccc4)CC3)n2c1,4,0,4.9101200000000045,23.780000000000005,4,2.297,25,0,4,0.8064516129032258,0.0,0.1290322580645161,0.24,0.0,418.196903208,31,5,1,4,3,1,4,0,0
387,QHM-0000826,CRAFT,Cc1ccc2nc(-c3ccc(F)c(F)c3)c(CN3CCC(c4ccccc4)CC3)n2c1,,<rdkit.Chem.rdchem.Mol object at 0x7a142df4e030>,Cc1ccc2nc(-c3ccc(F)c(F)c3)c(CN3CCC(c4ccccc4)CC3)n2c1,3,0,5.967520000000006,20.540000000000003,4,2.359,26,0,3,0.8387096774193549,0.0,0.0967741935483871,0.2692307692307692,0.0,417.20165424,31,5,1,4,3,1,4,0,0
