,ID,Database,SMILES_chiral,Counts,MW,HBA,HBD,LOGP,TPSA,RB,Rel_Sol_2mM,ROMol,SMILES,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
1020,Z1134990856,EnamineSolWat,Cc1ccn(CC(=O)NC2CCCC2)c(=O)c1,,234.136827816,3,1,1.21552,51.1,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d0e0>,Cc1ccn(CC(=O)NC2CCCC2)c(=O)c1,2.048,13,2,2,0.7647058823529411,0.1176470588235294,0.1176470588235294,0.5384615384615384,0.0,17,2,1,1,1,0,1,0,0
1021,Z2467454623,EnamineSolWat,Fc1cc2c(cc1F)OCCN2,,171.049570284,2,1,1.7691,21.26,0,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d150>,Fc1cc2c(cc1F)OCCN2,2.486,8,1,1,0.6666666666666666,0.0833333333333333,0.0833333333333333,0.25,0.0,12,2,1,1,1,1,1,0,0
1022,Z1741971321,EnamineSolWat,O=C(O)c1ncc(C(F)(F)F)cc1Cl,,224.980440676,2,1,2.452,50.19,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d230>,O=C(O)c1ncc(C(F)(F)F)cc1Cl,2.248,7,2,1,0.5,0.1428571428571428,0.0714285714285714,0.1428571428571428,0.0,14,1,0,1,1,0,1,0,0
1023,Z2442033754,EnamineSolWat,Nc1cc(N2CCNC2=O)ccc1F,,195.08079016,2,2,0.9375000000000002,58.36,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d310>,Nc1cc(N2CCNC2=O)ccc1F,2.294,9,1,3,0.6428571428571429,0.0714285714285714,0.2142857142857142,0.2222222222222222,0.0,14,2,1,1,1,1,1,0,0
1024,Z1129283193,EnamineSolWat,CC(=O)Nc1cnccc1C,,150.07931294,2,1,1.34842,41.99,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d380>,CC(=O)Nc1cnccc1C,1.844,8,1,2,0.7272727272727273,0.0909090909090909,0.1818181818181818,0.25,0.0,11,1,0,1,1,0,1,0,0
1025,Z1139332244,EnamineSolWat,CCN1CCCC1C1CCCN1C(=O)C1CCC1,,250.204513452,2,0,2.2618,23.55,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d460>,CCN1CCCC1C1CCCN1C(=O)C1CCC1,2.957,15,1,2,0.8333333333333334,0.0555555555555555,0.1111111111111111,0.9333333333333332,0.1333333333333333,18,3,3,0,2,2,0,0,0
1026,Z1787158625,EnamineSolWat,CC(=O)NC1CCC(N)CC1,,156.126263132,2,2,0.3924000000000002,55.120000000000005,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d4d0>,CC(=O)NC1CCC(N)CC1,2.104,8,1,2,0.7272727272727273,0.0909090909090909,0.1818181818181818,0.875,0.0,11,1,1,0,0,0,0,0,0
1027,Z30620520,EnamineSolWat,O=C(C1CC1)N1CCN(c2ccc(F)cc2)CC1,,248.132491384,2,0,1.8843,23.550000000000004,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d540>,O=C(C1CC1)N1CCN(c2ccc(F)cc2)CC1,1.672,14,1,2,0.7777777777777778,0.0555555555555555,0.1111111111111111,0.5,0.0,18,3,2,1,1,1,1,0,0
1028,Z31479147,EnamineSolWat,O=C(c1cc(F)cc(F)c1)N1CCCC1,,211.080870412,1,0,2.2008,20.31,1,0.68,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d620>,O=C(c1cc(F)cc(F)c1)N1CCCC1,1.742,11,1,1,0.7333333333333333,0.0666666666666666,0.0666666666666666,0.3636363636363636,0.0,15,2,1,1,1,1,1,0,0
1029,Z278424802,EnamineSolWat,Cc1ccc(C(=O)Nc2cccnc2)cn1,,213.090211972,3,1,2.03732,54.88,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d690>,Cc1ccc(C(=O)Nc2cccnc2)cn1,1.762,12,1,3,0.75,0.0625,0.1875,0.0833333333333333,0.0,16,2,0,2,2,0,2,0,0
1030,Z1815156923,EnamineSolWat,COc1nc(C)c(Br)cc1C(=O)O,,244.968755216,3,1,1.85932,59.42,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d770>,COc1nc(C)c(Br)cc1C(=O)O,2.316,8,3,1,0.6153846153846154,0.2307692307692307,0.0769230769230769,0.25,0.0,13,1,0,1,1,0,1,0,0
1031,Z3027500385,EnamineSolWat,FC(F)(F)c1ccnc(C2CNC2)n1,,203.067031916,3,1,1.1821999999999997,37.81,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d850>,Cl.FC(F)(F)c1ccnc(C2CNC2)n1,2.736,8,0,3,0.5714285714285714,0.0,0.2142857142857142,0.5,0.0,14,2,1,1,2,1,1,0,0
1032,Z2286637868,EnamineSolWat,N[C@@H](Cc1ccccn1)c1ccccc1,,198.115698448,2,1,2.3241000000000005,38.91,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4d930>,N[C@@H](Cc1ccccn1)c1ccccc1,2.18,13,0,2,0.8666666666666667,0.0,0.1333333333333333,0.1538461538461538,0.0769230769230769,15,2,0,2,1,0,2,0,0
1033,Z1222331403,EnamineSolWat,CC(N)c1cc(F)ccc1N1CCC(O)CC1,,238.148141448,3,2,1.8065,49.49,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4da10>,CC(N)c1cc(F)ccc1N1CCC(O)CC1,2.604,13,1,2,0.7647058823529411,0.0588235294117647,0.1176470588235294,0.5384615384615384,0.0769230769230769,17,2,1,1,1,1,1,0,0
1034,Z1354376567,EnamineSolWat,O[C@@H]1CCN(c2ncc(Cl)cc2F)C1,,216.04656884,3,1,1.4451,36.36,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4da80>,O[C@@H]1CCN(c2ncc(Cl)cc2F)C1,2.778,9,1,2,0.6428571428571429,0.0714285714285714,0.1428571428571428,0.4444444444444444,0.1111111111111111,14,2,1,1,2,1,1,0,0
1035,Z2466617872,EnamineSolWat,Cc1nc2c(F)cccc2cc1C(=O)O,,205.053906716,2,1,2.38052,50.19,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4daf0>,Cc1nc2c(F)cccc2cc1C(=O)O.Cl,1.99,11,2,1,0.7333333333333333,0.1333333333333333,0.0666666666666666,0.0909090909090909,0.0,15,2,0,2,1,0,2,0,0
1036,Z352356442,EnamineSolWat,CC(Oc1ccccc1F)C(=O)N1CCCC(O)C1,,267.127071656,3,1,1.5763,49.77,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4dc40>,CC(Oc1ccccc1F)C(=O)N1CCCC(O)C1,2.711,14,3,1,0.7368421052631579,0.1578947368421052,0.0526315789473684,0.5,0.1428571428571428,19,2,1,1,1,1,1,0,0
1037,Z32367954,EnamineSolWat,O=C(NC1CC1)c1ccc2c(c1)OCO2,,205.073893212,3,1,1.3075,47.56,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4de00>,O=C(NC1CC1)c1ccc2c(c1)OCO2,1.755,11,3,1,0.7333333333333333,0.2,0.0666666666666666,0.3636363636363636,0.0,15,3,2,1,1,1,1,0,0
1038,Z1258992640,EnamineSolWat,O=C1NC(=O)C(c2ccccc2)(C(F)(F)F)N1,,244.045962124,2,2,1.2836,58.2,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4dee0>,O=C1NC(=O)C(c2ccccc2)(C(F)(F)F)N1,3.1,10,2,2,0.5882352941176471,0.1176470588235294,0.1176470588235294,0.2,0.1,17,2,1,1,1,1,1,0,0
1039,Z2692093659,EnamineSolWat,c1nc(C2CC2)nc2c1CNCC2,,175.110947416,3,1,0.9997,37.81,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e030>,c1nc(C2CC2)nc2c1CNCC2,2.737,10,0,3,0.7692307692307693,0.0,0.2307692307692307,0.6,0.0,13,3,2,1,2,1,1,0,0
1040,Z916073230,EnamineSolWat,CC(=O)Nc1ccc(OC2CCCCC2O)cc1,,249.136493468,3,2,2.3273,58.56,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e0a0>,CC(=O)Nc1ccc(OC2CCCCC2O)cc1,2.605,14,3,1,0.7777777777777778,0.1666666666666666,0.0555555555555555,0.5,0.1428571428571428,18,2,1,1,0,0,1,0,0
1041,Z1436181072,EnamineSolWat,NC1CCN(C2CCCCC2)C1=O,,182.141913196,2,1,0.8786999999999991,46.33,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e1f0>,NC1CCN(C2CCCCC2)C1=O,2.715,10,1,2,0.7692307692307693,0.0769230769230769,0.1538461538461538,0.9,0.1,13,2,2,0,1,1,0,0,0
1042,Z432813996,EnamineSolWat,O=C(NCC1CCCO1)c1sccc1Br,,288.977211724,3,1,2.4194000000000004,38.33,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e260>,O=C(NCC1CCCO1)c1sccc1Br,2.683,10,2,1,0.6666666666666666,0.1333333333333333,0.0666666666666666,0.5,0.1,15,2,1,1,2,1,1,0,0
1043,Z1744022941,EnamineSolWat,CC1C(=O)N(C)CCN1c1ccc2ccc(F)cc2n1,,273.127740352,3,0,2.0408,36.440000000000005,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e3b0>,CC1C(=O)N(C)CCN1c1ccc2ccc(F)cc2n1,2.835,15,1,3,0.75,0.05,0.15,0.3333333333333333,0.0666666666666666,20,3,1,2,2,1,2,0,0
1044,Z823455846,EnamineSolWat,Fc1ccccc1CNC1CCOCC1,,209.121592352,2,1,2.0943,21.26,3,0.89,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e420>,Fc1ccccc1CNC1CCOCC1,1.897,12,1,1,0.8,0.0666666666666666,0.0666666666666666,0.5,0.0,15,2,1,1,1,1,1,0,0
1045,Z2442033748,EnamineSolWat,CN1CCC(N)(C(F)(F)F)CC1,,182.103083076,2,1,0.9718,29.26,0,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e490>,CN1CCC(N)(C(F)(F)F)CC1.Cl.Cl,3.045,7,0,2,0.5833333333333334,0.0,0.1666666666666666,1.0,0.0,12,1,1,0,1,1,0,0,0
1046,Z231744492,EnamineSolWat,CC(C(N)=O)N1CCc2sccc2C1,,210.082684068,3,1,0.98,46.330000000000005,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e500>,CC(C(N)=O)N1CCc2sccc2C1,2.898,10,1,2,0.7142857142857143,0.0714285714285714,0.1428571428571428,0.5,0.1,14,2,1,1,2,1,1,0,0
1047,Z2327224847,EnamineSolWat,N#Cc1ccc(C(F)(F)F)[nH]c1=O,,188.019747376,2,1,1.2653799999999995,56.65,0,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e570>,N#Cc1ccc(C(F)(F)F)[nH]c1=O,2.69,7,1,2,0.5384615384615384,0.0769230769230769,0.1538461538461538,0.1428571428571428,0.0,13,1,0,1,1,0,1,0,0
1048,Z1483950804,EnamineSolWat,COC1(C#N)CCOCC1,,141.078978592,3,0,0.70558,42.25,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e5e0>,COC1(C#N)CCOCC1,3.324,7,2,1,0.7,0.2,0.1,0.8571428571428571,0.0,10,1,1,0,1,1,0,0,0
1049,Z2515207584,EnamineSolWat,N#Cc1ccc(C(F)F)nc1,,154.034254568,2,0,1.89088,36.68,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e6c0>,N#Cc1ccc(C(F)F)nc1,2.566,7,0,2,0.6363636363636364,0.0,0.1818181818181818,0.1428571428571428,0.0,11,1,0,1,1,0,1,0,0
1050,Z1742312662,EnamineSolWat,COc1ccc(C(C)N2CCCC(O)C2)c(F)c1,,253.1478071,3,1,2.3520000000000003,32.7,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e880>,COc1ccc(C(C)N2CCCC(O)C2)c(F)c1,2.873,14,2,1,0.7777777777777778,0.1111111111111111,0.0555555555555555,0.5714285714285714,0.1428571428571428,18,2,1,1,1,1,1,0,0
1051,Z1889861361,EnamineSolWat,OCc1c[nH]c2cccc(F)c12,,165.058992096,1,2,1.7992999999999997,36.02,1,0.64,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e960>,OCc1c[nH]c2cccc(F)c12,2.205,9,1,1,0.75,0.0833333333333333,0.0833333333333333,0.1111111111111111,0.0,12,2,0,2,1,0,2,0,0
1052,Z1677535789,EnamineSolWat,Cc1ccccc1C1C(=O)NCCN1CC(F)(F)F,,272.11364776,2,1,2.03022,32.34,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4e9d0>,Cc1ccccc1C1C(=O)NCCN1CC(F)(F)F,2.951,13,1,2,0.6842105263157895,0.0526315789473684,0.1052631578947368,0.4615384615384615,0.0769230769230769,19,2,1,1,1,1,1,0,0
1053,Z1741958230,EnamineSolWat,O=C(O)Cc1ccc(F)c(Cl)c1,,188.004035332,1,1,2.1062000000000003,37.3,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4ea40>,O=C(O)Cc1ccc(F)c(Cl)c1,1.661,8,2,0,0.6666666666666666,0.1666666666666666,0.0,0.125,0.0,12,1,0,1,0,0,1,0,0
1054,Z199583086,EnamineSolWat,Cc1cc(=NC(=O)CN2CCC(C)CC2)n(C)[nH]1,,250.179361324,3,1,0.8208199999999994,53.39,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4ec00>,Cc1cc(NC(=O)CN2CCC(C)CC2)n(C)n1,3.079,13,1,4,0.7222222222222222,0.0555555555555555,0.2222222222222222,0.6923076923076923,0.0,18,2,1,1,2,1,1,0,0
1055,Z2242166855,EnamineSolWat,Cc1ccc(-c2nn[nH]n2)c(F)c1,,178.065474444,3,1,1.31422,54.46,1,1.03,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4ee30>,Cc1ccc(-c2nnn[nH]2)c(F)c1,2.131,8,0,4,0.6153846153846154,0.0,0.3076923076923077,0.125,0.0,13,2,0,2,1,0,2,0,0
1056,Z1696861512,EnamineSolWat,O=c1cc2c(n[nH]1)CCNC2,,151.074561908,3,2,-0.5844000000000003,57.78,0,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4ef10>,Oc1cc2c(nn1)CCNC2,3.097,7,1,3,0.6363636363636364,0.0909090909090909,0.2727272727272727,0.4285714285714285,0.0,11,2,1,1,2,1,1,0,0
1057,Z1587175703,EnamineSolWat,Fc1ccc[nH]c1=NCc1cc[nH]n1,,192.081124508,2,2,0.9778,56.83,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f0d0>,Fc1cccnc1NCc1cc[nH]n1,3.912,9,0,4,0.6428571428571429,0.0,0.2857142857142857,0.1111111111111111,0.0,14,2,0,2,2,0,2,0,0
1058,Z2467523230,EnamineSolWat,OCc1cnn2c1CCCC2,,152.094963004,3,1,0.7117,38.05,1,1.07,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f140>,OCc1cnn2c1CCCC2,2.846,8,1,2,0.7272727272727273,0.0909090909090909,0.1818181818181818,0.625,0.0,11,2,1,1,2,1,1,0,0
1059,Z1440427866,EnamineSolWat,O=C(c1c(F)cccc1Br)N1CC(O)C1,,272.98006884800003,2,1,1.4048999999999998,40.540000000000006,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f1b0>,O=C(c1c(F)cccc1Br)N1CC(O)C1,2.237,10,2,1,0.6666666666666666,0.1333333333333333,0.0666666666666666,0.3,0.0,15,2,1,1,1,1,1,0,0
1060,Z858037950,EnamineSolWat,Cc1nc(CC(=O)O)c(C)s1,,171.035399528,3,1,1.38704,50.19,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f290>,Cc1nc(CC(=O)O)c(C)s1,2.44,7,2,1,0.6363636363636364,0.1818181818181818,0.0909090909090909,0.4285714285714285,0.0,11,1,0,1,1,0,1,0,0
1061,Z1082839290,EnamineSolWat,O=S(=O)(NC1CCCC1)C1CCOCC1,,233.108564468,3,1,1.0273999999999996,55.400000000000006,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f300>,O=S(=O)(NC1CCCC1)C1CCOCC1,2.391,10,3,1,0.6666666666666666,0.2,0.0666666666666666,1.0,0.0,15,2,2,0,1,1,0,0,0
1062,Z57842701,EnamineSolWat,CC(c1ccccc1)n1ccnc1,,172.100048384,2,0,2.4924,17.82,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f530>,CC(c1ccccc1)n1ccnc1,2.488,11,0,2,0.8461538461538461,0.0,0.1538461538461538,0.1818181818181818,0.0909090909090909,13,2,0,2,1,0,2,0,0
1063,Z2689031646,EnamineSolWat,OCc1cc(Br)c2c(c1)OCCCO2,,257.98915631200003,3,1,2.1027000000000005,38.69,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f5a0>,OCc1cc(Br)c2c(c1)OCCCO2,2.348,10,3,0,0.7142857142857143,0.2142857142857142,0.0,0.4,0.0,14,2,1,1,1,1,1,0,0
1064,Z104586966,EnamineSolWat,CC(Nc1ccc(Br)cc1)C(N)=O,,242.005475072,2,2,1.7347999999999997,55.12,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f6f0>,CC(Nc1ccc(Br)cc1)C(N)=O,2.265,9,1,2,0.6923076923076923,0.0769230769230769,0.1538461538461538,0.2222222222222222,0.1111111111111111,13,1,0,1,0,0,1,0,0
1065,Z359419634,EnamineSolWat,O=C(NCC(F)(F)F)C1CCNCC1,,210.097997696,2,2,0.6644999999999996,41.13,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f760>,Cl.O=C(NCC(F)(F)F)C1CCNCC1,2.294,8,1,2,0.5714285714285714,0.0714285714285714,0.1428571428571428,0.875,0.0,14,1,1,0,1,1,0,0,0
1066,Z1357827202,EnamineSolWat,CCC1(C)CCC(N)CC1,,141.151749608,1,1,2.3040000000000003,26.02,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f7d0>,CCC1(C)CCC(N)CC1,2.804,9,0,1,0.9,0.0,0.1,1.0,0.0,10,1,1,0,0,0,0,0,0
1067,Z1250083006,EnamineSolWat,O=C(O)c1cccc2c1OCCO2,,180.042258736,3,1,1.156,55.760000000000005,1,0.79,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4f990>,O=C(O)c1cccc2c1OCCO2,1.991,9,4,0,0.6923076923076923,0.3076923076923077,0.0,0.2222222222222222,0.0,13,2,1,1,1,1,1,0,0
1068,Z2242908210,EnamineSolWat,CC1CNCCN1C(=O)C1Cc2cccc(F)c2O1,,264.127406004,3,1,0.9495,41.57000000000001,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4fa00>,CC1CNCCN1C(=O)C1Cc2cccc(F)c2O1,3.327,14,2,2,0.7368421052631579,0.1052631578947368,0.1052631578947368,0.5,0.1428571428571428,19,3,2,1,2,2,1,0,0
1069,Z1318186473,EnamineSolWat,CNCc1nc(C(F)(F)F)cs1,,196.028203884,3,1,1.8813,24.92,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4fa70>,CNCc1nc(C(F)(F)F)cs1,2.592,6,0,2,0.5,0.0,0.1666666666666666,0.5,0.0,12,1,0,1,1,0,1,0,0
1070,Z25080630,EnamineSolWat,CNC(=O)COc1ccc(F)cc1Br,,260.98006884800003,2,1,1.7129999999999996,38.33,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4fb50>,CNC(=O)COc1ccc(F)cc1Br,1.823,9,2,1,0.6428571428571429,0.1428571428571428,0.0714285714285714,0.2222222222222222,0.0,14,1,0,1,0,0,1,0,0
1071,Z134783700,EnamineSolWat,CC(C)N1CCN(S(C)(=O)=O)CC1,,206.108898816,3,0,-0.0279999999999998,40.620000000000005,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4fbc0>,CC(C)N1CCN(S(C)(=O)=O)CC1,2.011,8,2,2,0.6153846153846154,0.1538461538461538,0.1538461538461538,1.0,0.0,13,1,1,0,1,1,0,0,0
1072,Z2512942891,EnamineSolWat,O=C1NCCCC1C1CCCCC1,,181.146664228,1,1,2.0929,29.1,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4fc30>,O=C1NCCCC1C1CCCCC1,2.74,11,1,1,0.8461538461538461,0.0769230769230769,0.0769230769230769,0.9090909090909092,0.0909090909090909,13,2,2,0,1,1,0,0,0
1073,Z2418193634,EnamineSolWat,c1nc2c([nH]1)C1(CCOCC1)NCC2,,193.1215121,3,2,0.5610999999999997,49.94,0,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4fca0>,c1nc2c([nH]1)C1(CCOCC1)NCC2,3.877,10,1,3,0.7142857142857143,0.0714285714285714,0.2142857142857142,0.7,0.0,14,3,2,1,3,2,1,1,0
1074,Z1653341133,EnamineSolWat,CC(=O)N(C)c1ncccc1Br,,227.989825008,2,0,1.8268,33.2,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4fd10>,CC(=O)N(C)c1ncccc1Br,2.428,8,1,2,0.6666666666666666,0.0833333333333333,0.1666666666666666,0.25,0.0,12,1,0,1,1,0,1,0,0
1075,Z731816350,EnamineSolWat,Cc1cc(C(=O)N2CCN(C3CCCC3)CC2)[nH]n1,,262.179361324,3,1,1.4185199999999998,52.23,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4fe60>,Cc1cc(C(=O)N2CCN(C3CCCC3)CC2)[nH]n1,2.42,14,1,4,0.7368421052631579,0.0526315789473684,0.2105263157894736,0.7142857142857143,0.0,19,3,2,1,2,1,1,0,0
1076,Z17828979,EnamineSolWat,CNC(=O)COc1ccccc1Br,,242.98949066,2,1,1.5738999999999996,38.33,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb4fed0>,CNC(=O)COc1ccccc1Br,1.716,9,2,1,0.6923076923076923,0.1538461538461538,0.0769230769230769,0.2222222222222222,0.0,13,1,0,1,0,0,1,0,0
1077,Z1891775689,EnamineSolWat,CN=c1cc(-c2ccccc2OC)[nH][nH]1,,203.105862036,2,2,1.5488999999999995,53.17,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68270>,CNc1cc(-c2ccccc2OC)[nH]n1,2.954,11,1,3,0.7333333333333333,0.0666666666666666,0.2,0.1818181818181818,0.0,15,2,0,2,1,0,2,0,0
1078,Z381357590,EnamineSolWat,c1c[nH]c(C2CCCN2)c1,,136.100048384,1,2,1.4391999999999998,27.82,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb682e0>,c1c[nH]c(C2CCCN2)c1,3.374,8,0,2,0.8,0.0,0.2,0.5,0.125,10,2,1,1,2,1,1,0,0
1079,Z2106591601,EnamineSolWat,CC(C(=O)O)n1ccc(C(F)(F)F)n1,,208.045962124,3,1,1.5475,55.12,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68350>,CC(C(=O)O)n1ccc(C(F)(F)F)n1,2.909,7,2,2,0.5,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.1428571428571428,14,1,0,1,1,0,1,0,0
1080,Z1143370569,EnamineSolWat,CC1CCCN(S(=O)(=O)CC2CCOC2)C1,,247.124214532,3,0,1.0846,46.61,3,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb683c0>,CC1CCCN(S(=O)(=O)CC2CCOC2)C1,3.218,11,3,1,0.6875,0.1875,0.0625,1.0,0.1818181818181818,16,2,2,0,2,2,0,0,0
1081,Z1824319166,EnamineSolWat,O=C(c1ccc(F)cn1)N1CCCCCO1,,224.096105876,3,0,1.7784000000000002,42.43000000000001,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68430>,O=C(c1ccc(F)cn1)N1CCCCCO1,2.564,11,2,2,0.6875,0.125,0.125,0.4545454545454545,0.0,16,2,1,1,2,1,1,0,0
1082,Z1148751409,EnamineSolWat,Cc1c[nH]ccc1=NC(=O)c1ccccc1F,,230.085541192,1,1,2.20332,45.22,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb684a0>,Cc1cnccc1NC(=O)c1ccccc1F,2.748,13,1,2,0.7647058823529411,0.0588235294117647,0.1176470588235294,0.0769230769230769,0.0,17,2,0,2,1,0,2,0,0
1083,Z1266823187,EnamineSolWat,Nc1cc(F)ccc1-n1cccn1,,177.070225476,3,1,1.5936,43.84,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68580>,Nc1cc(F)ccc1-n1cccn1,2.131,9,0,3,0.6923076923076923,0.0,0.2307692307692307,0.0,0.0,13,2,0,2,1,0,2,0,0
1084,Z2681277106,EnamineSolWat,Cc1cc(C(F)F)oc1C(=O)O,,176.028500492,2,1,2.22382,50.44,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb685f0>,Cc1cc(C(F)F)oc1C(=O)O,2.892,7,3,0,0.5833333333333334,0.25,0.0,0.2857142857142857,0.0,12,1,0,1,1,0,1,0,0
1085,Z1263820440,EnamineSolWat,N=c1cc[nH]n1Cc1ccccc1F,,191.08587554,2,2,1.48307,44.57,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68660>,Cl.Nc1ccnn1Cc1ccccc1F,2.825,10,0,3,0.7142857142857143,0.0,0.2142857142857142,0.1,0.0,14,2,0,2,1,0,2,0,0
1086,Z2434225559,EnamineSolWat,NC(=O)c1ccc2c(c1)CCN2,,162.07931294,2,2,0.7534999999999998,55.120000000000005,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb686d0>,NC(=O)c1ccc2c(c1)CCN2,2.11,9,1,2,0.75,0.0833333333333333,0.1666666666666666,0.2222222222222222,0.0,12,2,1,1,1,1,1,0,0
1087,Z2722863589,EnamineSolWat,Nc1cccnc1-c1ccncc1,,171.079647288,3,1,1.7258,51.8,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68740>,Nc1cccnc1-c1ccncc1,2.027,10,0,3,0.7692307692307693,0.0,0.2307692307692307,0.0,0.0,13,2,0,2,2,0,2,0,0
1088,Z3231375620,EnamineSolWat,OC1CNCC1N1CCc2ccccc2C1,,218.141913196,3,2,0.3773999999999993,35.5,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68820>,OC1CNCC1N1CCc2ccccc2C1,3.166,13,1,2,0.8125,0.0625,0.125,0.5384615384615384,0.1538461538461538,16,3,2,1,2,2,1,0,0
1089,Z1896598998,EnamineSolWat,CN=c1[nH]c(C(F)F)nc2ccccc12,,209.076453728,2,1,2.031,41.04,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68890>,CNc1nc(C(F)F)nc2ccccc12,2.974,10,0,3,0.6666666666666666,0.0,0.2,0.2,0.0,15,2,0,2,1,0,2,0,0
1090,Z283828628,EnamineSolWat,O=C(NC1CC1)c1cccc2c[nH]nc12,,201.090211972,2,2,1.4550999999999998,57.78,2,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68a50>,O=C(NC1CC1)c1cccc2cn[nH]c12,2.474,11,1,3,0.7333333333333333,0.0666666666666666,0.2,0.2727272727272727,0.0,15,3,1,2,1,0,2,0,0
1091,Z1688391623,EnamineSolWat,OCc1nc(C(F)(F)F)cs1,,182.996569408,3,1,1.6542,33.120000000000005,1,,<rdkit.Chem.rdchem.Mol object at 0x7a142fb68b30>,OCc1nc(C(F)(F)F)cs1,2.67,5,1,1,0.4545454545454545,0.0909090909090909,0.0909090909090909,0.4,0.0,11,1,0,1,1,0,1,0,0
