,ID,Database,SMILES_chiral,Counts,MW,HBA,HBD,LOGP,TPSA,RB,SA_score,NumCarbons,NumOxygens,NumNitrogens,FractionOfCarbons,FractionOfOxygens,FractionOfNitrogens,CSP3,FractionOfChiralCarbons,NumHeavyAtoms,Ring,AliphaticRing,AromaticRing,Heterocycle,AliphaticHeterocycle,AromaticHeterocycle,SpiroAtom,BridgeheadAtom
409,LANaPDB_fragments_5556,LANAPDB,Cc1ccc2c(O)ccc(O)c2c1,3.0,174.06807956,2,2,2.5594200000000003,40.46,0,1.851,11,2,0,0.8461538461538461,0.1538461538461538,0.0,0.0909090909090909,0.0,13,2,0,2,0,0,2,0,0
410,LANaPDB_fragments_5564,LANAPDB,CC(=O)OC(C)(C)CC=O,3.0,144.078644244,3,0,0.9171,43.370000000000005,3,3.018,7,3,0,0.7,0.3,0.0,0.7142857142857143,0.0,10,0,0,0,0,0,0,0,0
411,LANaPDB_fragments_5579,LANAPDB,CC1(C)C=Cc2cc(C=O)ccc2O1,3.0,188.083729624,2,0,2.683300000000001,26.3,1,2.707,12,2,0,0.8571428571428571,0.1428571428571428,0.0,0.25,0.0,14,2,1,1,1,1,1,0,0
412,LANaPDB_fragments_5636,LANAPDB,C[C@@H]1CC[C@H](O)[C@@]2(C)CC(O)[C@@H]3C[C@]12OC3(C)C,3.0,254.188194692,3,2,2.102,49.69,0,5.709,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.4,18,3,3,0,1,1,0,1,2
413,LANaPDB_fragments_5646,LANAPDB,C[C@@H]1CCC[C@@]2(C)CC(O)[C@@H]3C(O)[C@]12OC3(C)C,3.0,254.188194692,3,2,2.102,49.69,0,5.731,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.4,18,3,3,0,1,1,0,1,2
414,LANaPDB_fragments_5684,LANAPDB,C[C@@H]1CCC[C@@]2(C)[C@H](O)C(O)[C@@H]3C[C@]12OC3(C)C,3.0,254.188194692,3,2,2.102,49.69,0,5.79,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.4,18,3,3,0,1,1,0,1,2
415,LANaPDB_fragments_5733,LANAPDB,Cc1ccc(C2(C)CO2)c(OC(=O)C(C)C)c1,3.0,234.125594436,3,0,2.801820000000001,38.83,3,2.976,14,3,0,0.8235294117647058,0.1764705882352941,0.0,0.5,0.0714285714285714,17,2,1,1,1,1,1,0,0
416,LANaPDB_fragments_5738,LANAPDB,CC1(c2ccc(CO)cc2O)CO1,3.0,180.078644244,3,2,1.1299,52.99,2,3.063,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.4,0.1,13,2,1,1,1,1,1,0,0
417,LANaPDB_fragments_5739,LANAPDB,CC1(c2ccc(CO)cc2)CO1,3.0,164.083729624,2,1,1.4243,32.76,2,2.734,10,2,0,0.8333333333333334,0.1666666666666666,0.0,0.4,0.1,12,2,1,1,1,1,1,0,0
418,LANaPDB_fragments_5810,LANAPDB,O[C@@H]1CCOC[C@@H]1O,3.0,118.06299418,3,2,-0.8715000000000002,49.69,0,3.392,5,3,0,0.625,0.375,0.0,1.0,0.4,8,1,1,0,1,1,0,0,0
419,LANaPDB_fragments_5854,LANAPDB,CC=C(C)C(C)=O,3.0,98.07316494,1,0,1.5416,17.07,1,2.816,6,1,0,0.8571428571428571,0.1428571428571428,0.0,0.5,0.0,7,0,0,0,0,0,0,0,0
420,LANaPDB_fragments_5872,LANAPDB,C[C@@H]1CCN2CCC[C@@H]12,3.0,125.12044948,1,0,1.4906,3.24,0,2.936,8,0,1,0.8888888888888888,0.0,0.1111111111111111,1.0,0.25,9,2,2,0,2,2,0,0,0
421,LANaPDB_fragments_5930,LANAPDB,NCCC=O,3.0,73.052763844,2,1,-0.4659,43.09,2,3.069,3,1,1,0.6,0.2,0.2,0.6666666666666666,0.0,5,0,0,0,0,0,0,0,0
422,LANaPDB_fragments_5935,LANAPDB,CCc1cc(C=O)ccc1O,3.0,150.06807956,2,1,1.7670999999999997,37.3,2,2.041,9,2,0,0.8181818181818182,0.1818181818181818,0.0,0.2222222222222222,0.0,11,1,0,1,0,0,1,0,0
423,LANaPDB_fragments_5946,LANAPDB,O=C(O)c1ccccc1,3.0,122.036779432,1,1,1.3848,37.3,1,1.055,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,9,1,0,1,0,0,1,0,0
424,LANaPDB_fragments_5957,LANAPDB,CC1=C2CC3OC3(C)C2C2OC(=O)C(C)C2CC1,3.0,248.1412445,3,0,2.4518000000000004,38.83,0,4.699,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8,0.4,18,4,4,0,2,2,0,0,0
425,LANaPDB_fragments_5982,LANAPDB,CC(=O)O[C@@H]1CCN2CC=C(C)[C@H]12,3.0,181.11027872,3,0,0.9523,29.54,1,3.785,10,2,1,0.7692307692307693,0.1538461538461538,0.0769230769230769,0.7,0.2,13,2,2,0,2,2,0,0,0
426,LANaPDB_fragments_5986,LANAPDB,O=CCCO,3.0,74.036779432,2,1,-0.4322999999999999,37.3,2,3.034,3,2,0,0.6,0.4,0.0,0.6666666666666666,0.0,5,0,0,0,0,0,0,0,0
427,LANaPDB_fragments_6006,LANAPDB,OCCc1ccccc1,3.0,122.07316494,1,1,1.2214,20.23,2,1.273,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0.25,0.0,9,1,0,1,0,0,1,0,0
428,LANaPDB_fragments_6009,LANAPDB,CCc1ccccc1,3.0,106.07825032,0,0,2.249000000000001,0.0,1,1.0,8,0,0,1.0,0.0,0.0,0.25,0.0,8,1,0,1,0,0,1,0,0
429,LANaPDB_fragments_6011,LANAPDB,CCCCC1OC1(C)C,3.0,128.120115132,1,0,2.354,12.53,3,2.86,8,1,0,0.8888888888888888,0.1111111111111111,0.0,1.0,0.125,9,1,1,0,1,1,0,0,0
430,LANaPDB_fragments_6052,LANAPDB,N[C@H]1CCNC1=O,3.0,100.063662876,2,2,-1.1664,55.12,0,3.389,4,1,2,0.5714285714285714,0.1428571428571428,0.2857142857142857,0.75,0.25,7,1,1,0,1,1,0,0,0
431,LANaPDB_fragments_6089,LANAPDB,CNc1ccccc1C=O,3.0,135.068413908,2,1,1.5408,29.1,2,2.01,8,1,1,0.8,0.1,0.1,0.125,0.0,10,1,0,1,0,0,1,0,0
432,LANaPDB_fragments_6148,LANAPDB,c1ccsc1,3.0,84.003371128,1,0,1.7480999999999998,0.0,0,3.186,4,0,0,0.8,0.0,0.0,0.0,0.0,5,1,0,1,1,0,1,0,0
433,LANaPDB_fragments_6155,LANAPDB,CC(C)=C(C)C=O,3.0,98.07316494,1,0,1.5416,17.07,1,3.236,6,1,0,0.8571428571428571,0.1428571428571428,0.0,0.5,0.0,7,0,0,0,0,0,0,0,0
434,LANaPDB_fragments_6159,LANAPDB,C=C[C@H](C)C(=C)C,3.0,96.093900384,0,0,2.3846000000000007,0.0,2,4.0,7,0,0,1.0,0.0,0.0,0.4285714285714285,0.1428571428571428,7,0,0,0,0,0,0,0,0
435,LANaPDB_fragments_6171,LANAPDB,Cc1ccc([C@]2(C)CO2)cc1,3.0,148.088815004,1,0,2.2404200000000003,12.53,1,2.606,10,1,0,0.9090909090909092,0.0909090909090909,0.0,0.4,0.1,11,2,1,1,1,1,1,0,0
436,LANaPDB_fragments_6172,LANAPDB,Cc1ccc([C@]2(C)CO2)c(O)c1,3.0,164.083729624,2,1,1.94602,32.76,1,2.948,10,2,0,0.8333333333333334,0.1666666666666666,0.0,0.4,0.1,12,2,1,1,1,1,1,0,0
437,LANaPDB_fragments_6193,LANAPDB,CC1=CC(=O)CC(C)(C)[C@]1(C)O,3.0,168.115029752,2,1,1.6827,37.3,0,3.703,10,2,0,0.8333333333333334,0.1666666666666666,0.0,0.7,0.1,12,1,1,0,0,0,0,0,0
438,LANaPDB_fragments_6211,LANAPDB,C[C@@H]1CCC[C@@]2(CO)C[C@H](O)[C@@H]3C[C@]12OC3(C)C,3.0,254.188194692,3,2,2.1036,49.69,1,5.843,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.3333333333333333,18,3,3,0,1,1,0,1,2
439,LANaPDB_fragments_6227,LANAPDB,C[C@@H](O)C(C)(C)O,3.0,104.083729624,2,2,0.1381,40.46,1,2.863,5,2,0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.2,7,0,0,0,0,0,0,0,0
440,LANaPDB_fragments_6244,LANAPDB,Oc1cccc(O)c1,3.0,110.036779432,2,2,1.0978,40.46,0,1.687,6,2,0,0.75,0.25,0.0,0.0,0.0,8,1,0,1,0,0,1,0,0
441,LANaPDB_fragments_6267,LANAPDB,C/C=C(C)/C=C/C=O,3.0,110.07316494,1,0,1.7077,17.07,2,3.37,7,1,0,0.875,0.125,0.0,0.2857142857142857,0.0,8,0,0,0,0,0,0,0,0
442,LANaPDB_fragments_6298,LANAPDB,CCCC(=O)C=C(C)C,3.0,126.104465068,1,0,2.3218000000000005,17.07,3,2.484,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0.625,0.0,9,0,0,0,0,0,0,0,0
443,LANaPDB_fragments_6300,LANAPDB,C=C[C@H](C)CCC,3.0,98.109550448,0,0,2.608600000000001,0.0,3,3.154,7,0,0,1.0,0.0,0.0,0.7142857142857143,0.1428571428571428,7,0,0,0,0,0,0,0,0
444,LANaPDB_fragments_6327,LANAPDB,C=C(C)[C@@H](CC)CO,3.0,114.104465068,1,1,1.581,20.23,3,3.209,7,1,0,0.875,0.125,0.0,0.7142857142857143,0.1428571428571428,8,0,0,0,0,0,0,0,0
445,LANaPDB_fragments_6330,LANAPDB,C=CC(C)(C)[C@H](C)O,3.0,114.104465068,1,1,1.5794,20.23,2,3.653,7,1,0,0.875,0.125,0.0,0.7142857142857143,0.1428571428571428,8,0,0,0,0,0,0,0,0
446,LANaPDB_fragments_6354,LANAPDB,CC/C=C/C=O,3.0,84.057514876,1,0,1.1515,17.07,2,3.107,5,1,0,0.8333333333333334,0.1666666666666666,0.0,0.4,0.0,6,0,0,0,0,0,0,0,0
447,LANaPDB_fragments_6362,LANAPDB,CCl,3.0,49.992327776,0,0,0.855,0.0,0,3.045,1,0,0,0.5,0.0,0.0,1.0,0.0,2,0,0,0,0,0,0,0,0
448,LANaPDB_fragments_6367,LANAPDB,C/C(=C\CO)[C@H](C)O,3.0,116.083729624,2,2,0.3058,40.46,2,3.55,6,2,0,0.75,0.25,0.0,0.6666666666666666,0.1666666666666666,8,0,0,0,0,0,0,0,0
449,LANaPDB_fragments_6374,LANAPDB,CCCC(C)=CCO,3.0,114.104465068,1,1,1.7251,20.23,3,2.599,7,1,0,0.875,0.125,0.0,0.7142857142857143,0.0,8,0,0,0,0,0,0,0,0
450,LANaPDB_fragments_6379,LANAPDB,C/C=C(/C)CCC,3.0,98.109550448,0,0,2.752700000000001,0.0,2,2.623,7,0,0,1.0,0.0,0.0,0.7142857142857143,0.0,7,0,0,0,0,0,0,0,0
451,LANaPDB_fragments_6386,LANAPDB,CC[C@]1(C)[C@H]2CCC=C3[C@H](O)OC[C@@]32[C@H](O)C[C@@H]1C,3.0,266.188194692,3,2,2.4748,49.69,1,5.495,16,3,0,0.8421052631578947,0.1578947368421052,0.0,0.875,0.375,19,3,3,0,1,1,0,1,0
452,LANaPDB_fragments_6388,LANAPDB,CC[C@]1(C)[C@H]2CCC=C3CO[C@@H](O)[C@@]32[C@H](O)C[C@@H]1C,3.0,266.188194692,3,2,2.4748,49.69,1,5.422,16,3,0,0.8421052631578947,0.1578947368421052,0.0,0.875,0.375,19,3,3,0,1,1,0,1,0
453,LANaPDB_fragments_6402,LANAPDB,CCC/C(C)=C\C=O,3.0,112.088815004,1,0,1.9317,17.07,3,2.868,7,1,0,0.875,0.125,0.0,0.5714285714285714,0.0,8,0,0,0,0,0,0,0,0
454,LANaPDB_fragments_6403,LANAPDB,CCC/C(C)=C/C=O,3.0,112.088815004,1,0,1.9317,17.07,3,2.868,7,1,0,0.875,0.125,0.0,0.5714285714285714,0.0,8,0,0,0,0,0,0,0,0
455,LANaPDB_fragments_6495,LANAPDB,C=C/C(C)=C/C,3.0,82.07825032,0,0,2.1386000000000003,0.0,1,3.329,6,0,0,1.0,0.0,0.0,0.3333333333333333,0.0,6,0,0,0,0,0,0,0,0
456,LANaPDB_fragments_6530,LANAPDB,O=c1c(O)coc2ccccc12,3.0,162.031694052,3,1,1.4986,50.44,0,2.182,9,3,0,0.75,0.25,0.0,0.0,0.0,12,2,0,2,1,0,2,0,0
457,LANaPDB_fragments_6540,LANAPDB,CC(C)[C@@H](C)O,3.0,88.088815004,1,1,1.0232,20.23,1,2.4,5,1,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.2,6,0,0,0,0,0,0,0,0
458,LANaPDB_fragments_6611,LANAPDB,O=C1COc2c(O)cccc21,3.0,150.031694052,3,1,0.9672999999999998,46.53,0,2.418,8,3,0,0.7272727272727273,0.2727272727272727,0.0,0.125,0.0,11,2,1,1,1,1,1,0,0
459,LANaPDB_fragments_6646,LANAPDB,C[C@@H]1CCC[C@@]2(CO)C[C@@H](O)[C@@H]3C[C@]12OC3(C)C,3.0,254.188194692,3,2,2.1036,49.69,1,5.843,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.3333333333333333,18,3,3,0,1,1,0,1,2
460,LANaPDB_fragments_6669,LANAPDB,C[C@@H]1OCC(O)[C@H]1O,3.0,118.06299418,3,2,-0.8731,49.69,0,3.68,5,3,0,0.625,0.375,0.0,1.0,0.6,8,1,1,0,1,1,0,0,0
461,LANaPDB_fragments_6701,LANAPDB,CC1=CCCCC1,3.0,96.093900384,0,0,2.5067000000000004,0.0,0,2.37,7,0,0,1.0,0.0,0.0,0.7142857142857143,0.0,7,1,1,0,0,0,0,0,0
462,LANaPDB_fragments_6709,LANAPDB,C=C/C(C)=C/CC,3.0,96.093900384,0,0,2.5287000000000006,0.0,2,3.12,7,0,0,1.0,0.0,0.0,0.4285714285714285,0.0,7,0,0,0,0,0,0,0,0
463,LANaPDB_fragments_6714,LANAPDB,OCC1CC(O)CCO1,3.0,132.078644244,3,2,-0.4814,49.69,1,3.332,6,3,0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,9,1,1,0,1,1,0,0,0
464,LANaPDB_fragments_6720,LANAPDB,C[C@@H]1CCC[C@@]2(CO)[C@@H](O)C[C@@H]3C[C@]12OC3(C)C,3.0,254.188194692,3,2,2.1036,49.69,1,5.764,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.3333333333333333,18,3,3,0,1,1,0,1,2
465,LANaPDB_fragments_6725,LANAPDB,C[C@@H]1CCC[C@@]2(CO)CC[C@@H]3[C@@H](O)[C@]12OC3(C)C,3.0,254.188194692,3,2,2.1036,49.69,1,5.741,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.3333333333333333,18,3,3,0,1,1,0,1,2
466,LANaPDB_fragments_6732,LANAPDB,Oc1ccc(O)cc1,3.0,110.036779432,2,2,1.0978,40.46,0,1.527,6,2,0,0.75,0.25,0.0,0.0,0.0,8,1,0,1,0,0,1,0,0
467,LANaPDB_fragments_6750,LANAPDB,CC1C[C@@]2(C)CCCC(C)(C)[C@@H]2C(O)C1=O,2.0,224.177630008,2,1,2.788800000000001,37.3,0,4.142,14,2,0,0.875,0.125,0.0,0.9285714285714286,0.2857142857142857,16,2,2,0,0,0,0,0,0
468,LANaPDB_fragments_6799,LANAPDB,CCC(CC)OC(C)=O,2.0,130.099379688,2,0,1.7381,26.3,3,2.233,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0.8571428571428571,0.0,9,0,0,0,0,0,0,0,0
469,LANaPDB_fragments_6816,LANAPDB,CC1C[C@@]2(C)CCC[C@](C)(CO)[C@@H]2C(O)C1=O,2.0,240.172544628,3,2,1.7612,57.53,1,4.433,14,3,0,0.8235294117647058,0.1764705882352941,0.0,0.9285714285714286,0.3571428571428571,17,2,2,0,0,0,0,0,0
470,LANaPDB_fragments_6864,LANAPDB,CC1C[C@@]2(C)CCC[C@](C)(CO)[C@@H]2CC1=O,2.0,224.177630008,2,1,2.790400000000001,37.3,1,4.179,14,2,0,0.875,0.125,0.0,0.9285714285714286,0.2857142857142857,16,2,2,0,0,0,0,0,0
471,LANaPDB_fragments_7055,LANAPDB,CCC(C)(O)CC,2.0,102.104465068,1,1,1.5574,20.23,2,2.581,6,1,0,0.8571428571428571,0.1428571428571428,0.0,1.0,0.0,7,0,0,0,0,0,0,0,0
472,LANaPDB_fragments_7120,LANAPDB,C[C@@]12O[C@@H]1C=CC[C@@H]2O,2.0,126.06807956,2,1,0.4646999999999999,32.76,0,4.747,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0.7142857142857143,0.4285714285714285,9,2,2,0,1,1,0,0,0
473,LANaPDB_fragments_7146,LANAPDB,OC[C@@]12O[C@@H]1C=CC[C@@H]2O,2.0,142.06299418,3,2,-0.5629,52.99,1,4.834,7,3,0,0.7,0.3,0.0,0.7142857142857143,0.4285714285714285,10,2,2,0,1,1,0,0,0
474,LANaPDB_fragments_7147,LANAPDB,C[C@@]12O[C@@H]1C=C[C@@H](O)[C@@H]2O,2.0,142.06299418,3,2,-0.5645000000000001,52.99,0,4.873,7,3,0,0.7,0.3,0.0,0.7142857142857143,0.5714285714285714,10,2,2,0,1,1,0,0,0
475,LANaPDB_fragments_7379,LANAPDB,CCC(O)C(C)O,2.0,104.083729624,2,2,0.1381,40.46,2,3.263,5,2,0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.4,7,0,0,0,0,0,0,0,0
476,LANaPDB_fragments_7382,LANAPDB,CCC(O)C(O)C=C(C)C,2.0,144.115029752,2,2,1.0844,40.46,3,3.753,8,2,0,0.8,0.2,0.0,0.75,0.25,10,0,0,0,0,0,0,0,0
477,LANaPDB_fragments_7391,LANAPDB,CC1=CC=CC(C=O)[C@@H]1O,2.0,138.06807956,2,1,0.6785000000000001,37.3,1,4.418,8,2,0,0.8,0.2,0.0,0.375,0.25,10,1,1,0,0,0,0,0,0
478,LANaPDB_fragments_7393,LANAPDB,OCC12OC1C=CCC2O,2.0,142.06299418,3,2,-0.5629,52.99,1,4.834,7,3,0,0.7,0.3,0.0,0.7142857142857143,0.4285714285714285,10,2,2,0,1,1,0,0,0
479,LANaPDB_fragments_7403,LANAPDB,CC12OC1C=CC(O)C2O,2.0,142.06299418,3,2,-0.5645000000000001,52.99,0,4.873,7,3,0,0.7,0.3,0.0,0.7142857142857143,0.5714285714285714,10,2,2,0,1,1,0,0,0
480,LANaPDB_fragments_7404,LANAPDB,CC12OC1C=CCC2O,2.0,126.06807956,2,1,0.4646999999999999,32.76,0,4.747,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0.7142857142857143,0.4285714285714285,9,2,2,0,1,1,0,0,0
481,LANaPDB_fragments_7410,LANAPDB,O=CC1C=CC=C(CO)[C@H]1O,2.0,154.06299418,3,2,-0.3491000000000001,57.53,2,4.58,8,3,0,0.7272727272727273,0.2727272727272727,0.0,0.375,0.25,11,1,1,0,0,0,0,0,0
482,LANaPDB_fragments_7411,LANAPDB,CC1=CC=CC(C(=O)Oc2ccccc2)[C@@H]1O,2.0,230.094294308,3,1,2.0852,46.53,2,3.293,14,3,0,0.8235294117647058,0.1764705882352941,0.0,0.2142857142857142,0.1428571428571428,17,2,1,1,0,0,1,0,0
483,LANaPDB_fragments_7524,LANAPDB,CC1(C)C2CCC3(CO3)C3COC=C(CO)C3C21,2.0,250.156894564,3,1,1.9602,41.99,1,5.364,15,3,0,0.8333333333333334,0.1666666666666666,0.0,0.8666666666666667,0.3333333333333333,18,4,4,0,2,2,0,1,0
484,LANaPDB_fragments_7610,LANAPDB,O=Cc1ccccc1C=O,2.0,134.036779432,2,0,1.3116,34.14,2,2.118,8,2,0,0.8,0.2,0.0,0.0,0.0,10,1,0,1,0,0,1,0,0
485,LANaPDB_fragments_7619,LANAPDB,C[C@@H]1CC(=O)CC(C)(C)[C@]1(C)O,2.0,170.130679816,2,1,1.7626,37.3,0,3.947,10,2,0,0.8333333333333334,0.1666666666666666,0.0,0.9,0.2,12,1,1,0,0,0,0,0,0
486,LANaPDB_fragments_7683,LANAPDB,O=Cc1ccccc1C(=O)O,2.0,150.031694052,2,1,1.1973,54.370000000000005,2,1.744,8,3,0,0.7272727272727273,0.2727272727272727,0.0,0.0,0.0,11,1,0,1,0,0,1,0,0
487,LANaPDB_fragments_7694,LANAPDB,N=C(C=O)Cc1c[nH]c2ccccc12,2.0,186.07931294,2,2,1.92907,56.71,3,2.663,11,1,2,0.7857142857142857,0.0714285714285714,0.1428571428571428,0.0909090909090909,0.0,14,2,0,2,1,0,2,0,0
488,LANaPDB_fragments_7772,LANAPDB,CCc1cc2ccc(=O)oc2cc1OC,2.0,204.078644244,3,0,2.364,39.44,2,2.029,12,3,0,0.8,0.2,0.0,0.25,0.0,15,2,0,2,1,0,2,0,0
489,LANaPDB_fragments_7786,LANAPDB,COc1cc2oc(=O)ccc2cc1C,2.0,190.06299418,3,0,2.11002,39.44,1,1.966,11,3,0,0.7857142857142857,0.2142857142857142,0.0,0.1818181818181818,0.0,14,2,0,2,1,0,2,0,0
490,LANaPDB_fragments_7806,LANAPDB,N=O,2.0,31.005813652,2,1,0.33157,40.92,0,3.823,0,1,1,0.0,0.5,0.5,0.0,0.0,2,0,0,0,0,0,0,0,0
491,LANaPDB_fragments_7854,LANAPDB,O=c1ccoc2c1ccc1occc12,2.0,186.031694052,3,0,2.5392,43.35,0,2.536,11,3,0,0.7857142857142857,0.2142857142857142,0.0,0.0,0.0,14,3,0,3,2,0,3,0,0
492,LANaPDB_fragments_7857,LANAPDB,c1ccc2c(c1)[nH]c1cnccc12,2.0,168.068748256,1,1,2.7161,28.68,0,1.888,11,0,2,0.8461538461538461,0.0,0.1538461538461538,0.0,0.0,13,3,0,3,2,0,3,0,0
493,LANaPDB_fragments_7862,LANAPDB,CC1(C)C=Cc2c(ccc3c(=O)ccoc23)O1,2.0,228.078644244,3,0,2.9772000000000007,39.44,0,2.876,14,3,0,0.8235294117647058,0.1764705882352941,0.0,0.2142857142857142,0.0,17,3,1,2,2,1,2,0,0
494,LANaPDB_fragments_7915,LANAPDB,CCOC(=O)c1ccccc1,2.0,150.06807956,2,0,1.8633,26.3,2,1.135,9,2,0,0.8181818181818182,0.1818181818181818,0.0,0.2222222222222222,0.0,11,1,0,1,0,0,1,0,0
495,LANaPDB_fragments_7916,LANAPDB,Cc1ccc(O)o1,2.0,98.036779432,2,1,1.2936199999999998,33.370000000000005,0,2.946,5,2,0,0.7142857142857143,0.2857142857142857,0.0,0.2,0.0,7,1,0,1,1,0,1,0,0
496,LANaPDB_fragments_7928,LANAPDB,Oc1cccc2ccccc12,2.0,144.057514876,1,1,2.5454000000000008,20.23,0,1.427,10,1,0,0.9090909090909092,0.0909090909090909,0.0,0.0,0.0,11,2,0,2,0,0,2,0,0
497,LANaPDB_fragments_7938,LANAPDB,C=CC(C)CCC,2.0,98.109550448,0,0,2.608600000000001,0.0,3,3.154,7,0,0,1.0,0.0,0.0,0.7142857142857143,0.1428571428571428,7,0,0,0,0,0,0,0,0
498,LANaPDB_fragments_7989,LANAPDB,CCC(C)C(C)C,2.0,100.125200512,0,0,2.688500000000001,0.0,2,2.504,7,0,0,1.0,0.0,0.0,1.0,0.1428571428571428,7,0,0,0,0,0,0,0,0
499,LANaPDB_fragments_8043,LANAPDB,CCc1c(OC)c2ccccc2n(C)c1=O,2.0,217.11027872,3,0,2.1095,31.23,2,2.072,13,2,1,0.8125,0.125,0.0625,0.3076923076923077,0.0,16,2,0,2,1,0,2,0,0
500,LANaPDB_fragments_8084,LANAPDB,CNc1ccccc1,2.0,107.073499288,1,1,1.7283,12.03,1,1.31,7,0,1,0.875,0.0,0.125,0.1428571428571428,0.0,8,1,0,1,0,0,1,0,0
501,LANaPDB_fragments_8090,LANAPDB,COc1ccc(C)c(O)c1,2.0,138.06807956,2,1,1.7092199999999995,29.46,1,1.548,8,2,0,0.8,0.2,0.0,0.25,0.0,10,1,0,1,0,0,1,0,0
502,LANaPDB_fragments_8150,LANAPDB,CCc1ccc2cc[nH]c2c1,2.0,145.089149352,0,1,2.7303000000000006,15.79,1,1.999,10,0,1,0.9090909090909092,0.0,0.0909090909090909,0.2,0.0,11,2,0,2,1,0,2,0,0
503,LANaPDB_fragments_8175,LANAPDB,CCC(C)(C=O)OC(C)=O,2.0,144.078644244,3,0,0.9171,43.370000000000005,3,3.508,7,3,0,0.7,0.3,0.0,0.7142857142857143,0.1428571428571428,10,0,0,0,0,0,0,0,0
504,LANaPDB_fragments_8181,LANAPDB,Cc1cccc2cc[nH]c12,2.0,131.073499288,0,1,2.4763200000000003,15.79,0,2.069,9,0,1,0.9,0.0,0.1,0.1111111111111111,0.0,10,2,0,2,1,0,2,0,0
505,LANaPDB_fragments_8231,LANAPDB,CC(=O)OC(C)(C)C=O,2.0,130.06299418,3,0,0.5269999999999999,43.370000000000005,2,3.002,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,9,0,0,0,0,0,0,0,0
506,LANaPDB_fragments_8233,LANAPDB,CCc1cc(C=O)cc(CC)c1O,2.0,178.099379688,2,1,2.329500000000001,37.3,3,2.299,11,2,0,0.8461538461538461,0.1538461538461538,0.0,0.3636363636363636,0.0,13,1,0,1,0,0,1,0,0
507,LANaPDB_fragments_8247,LANAPDB,C[C@@H]1C[C@H](O)C[C@@]2(C)C[C@@H](O)[C@@H]3C[C@]12OC3(C)C,2.0,254.188194692,3,2,2.102,49.69,0,5.973,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.4,18,3,3,0,1,1,0,1,2
508,LANaPDB_fragments_8259,LANAPDB,CC1(C)C=Cc2cc3c(=O)ccoc3cc2O1,2.0,228.078644244,3,0,2.9772000000000016,39.44,0,2.901,14,3,0,0.8235294117647058,0.1764705882352941,0.0,0.2142857142857142,0.0,17,3,1,2,2,1,2,0,0
509,LANaPDB_fragments_8273,LANAPDB,CC1(C)OCCC1=O,2.0,114.06807956,2,0,0.7544,26.3,0,3.14,6,2,0,0.75,0.25,0.0,0.8333333333333334,0.0,8,1,1,0,1,1,0,0,0
510,LANaPDB_fragments_8296,LANAPDB,C[C@@H]1C[C@H](O)C[C@@]2(C)[C@@H](O)C[C@@H]3C[C@]12OC3(C)C,2.0,254.188194692,3,2,2.102,49.69,0,5.894,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.4,18,3,3,0,1,1,0,1,2
511,LANaPDB_fragments_8307,LANAPDB,C/C=C1\C2CCN3CCC4(c5cccc(O)c5NC4C2)C13,2.0,282.173213324,3,2,2.8683000000000014,35.5,0,5.637,18,1,2,0.8571428571428571,0.0476190476190476,0.0952380952380952,0.5555555555555556,0.2222222222222222,21,5,4,1,3,3,1,1,2
512,LANaPDB_fragments_8413,LANAPDB,C[C@@H]1C[C@H](O)C[C@@]2(C)CC[C@@H]3[C@@H](O)[C@]12OC3(C)C,2.0,254.188194692,3,2,2.102,49.69,0,5.826,15,3,0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.4,18,3,3,0,1,1,0,1,2
513,LANaPDB_fragments_8437,LANAPDB,O=C/C=C/c1ccc2c(c1)OCO2,2.0,176.047344116,3,0,1.6274,35.53,2,2.317,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.1,0.0,13,2,1,1,1,1,1,0,0
514,LANaPDB_fragments_8444,LANAPDB,O=CC1=COC[C@@H]2C(C=O)=CC[C@H]12,2.0,178.06299418,3,0,0.8607999999999999,43.370000000000005,2,4.672,10,3,0,0.7692307692307693,0.2307692307692307,0.0,0.4,0.2,13,2,2,0,1,1,0,0,0
